receipt_id;order_id;line_no;received_at_utc;qty_received;quality_status;warehouse_code
R927733;PO508990;4;2025-03-31T10:25:00Z;48.56;accepted;WH-02
R927734;PO508991;1;2025-03-14T13:52:00Z;93.78;accepted;WH-05
R927735;PO508991;2;2025-03-05T08:58:00Z;29.27;accepted;WH-04
R927736;PO508991;3;2025-04-01T19:59:00Z;179.7;accepted;WH-04
R927737;PO508991;4;2025-04-06T08:07:00Z;73.39;accepted;WH-03
R927738;PO508991;5;2025-03-11T22:59:00Z;194.71;accepted;WH-03
R927739;PO508992;1;2025-03-27T07:54:00Z;18.14;accepted;WH-03
R927740;PO508992;2;2025-03-31T10:42:00Z;33.26;accepted;WH-04
R927741;PO508992;2;2025-03-31T06:07:00Z;23.61;accepted;WH-04
R927742;PO508992;2;2025-04-02T08:36:00Z;10.21;accepted;WH-03
R927743;PO508992;3;2025-04-13T09:25:00Z;93.25;accepted;WH-04
R927744;PO508992;4;2025-03-24T20:14:00Z;12.01;accepted;WH-02
R927745;PO508992;4;2025-03-15T09:56:00Z;14.07;accepted;WH-01
R927746;PO508993;1;2025-04-17T05:24:00Z;54.75;accepted;WH-02
R927747;PO508993;1;2025-04-02T14:35:00Z;35.13;accepted;WH-01
R927748;PO508993;2;2025-04-05T13:33:00Z;132.13;accepted;WH-04
R927749;PO508993;2;2025-03-19T02:06:00Z;63.79;accepted;WH-04
R927750;PO508993;3;2025-03-07T12:49:00Z;128.71;accepted;WH-02
R927751;PO508993;4;2025-04-05T21:14:00Z;96.21;accepted;WH-02
R927752;PO508993;4;2025-04-05T10:23:00Z;43.39;accepted;WH-04
R927753;PO508995;1;2025-04-04T23:45:00Z;92.48;accepted;WH-04
R927754;PO508995;2;2025-02-24T20:27:00Z;3.13;accepted;WH-02
R927755;PO508995;3;2025-04-06T18:57:00Z;58.29;accepted;WH-03
R927756;PO508995;3;2025-03-28T16:13:00Z;56.92;accepted;WH-04
R927757;PO508995;3;2025-03-27T09:44:00Z;40.57;accepted;WH-03
R927758;PO508995;4;2025-03-11T22:29:00Z;162.54;accepted;WH-05
R927759;PO508996;2;2025-04-01T12:30:00Z;165.75;accepted;WH-03
R927760;PO508996;3;2025-03-21T07:34:00Z;165.97;accepted;WH-02
R927761;PO508996;4;2025-04-03T23:04:00Z;41.89;accepted;WH-01
R927762;PO508996;5;2025-03-06T21:10:00Z;158.22;accepted;WH-03
R927763;PO508997;1;2025-03-31T13:25:00Z;6.25;partially_rejected;WH-03
R927764;PO508998;1;2025-03-15T04:51:00Z;64.8;accepted;WH-04
R927765;PO508998;2;2025-03-25T23:57:00Z;177.83;accepted;WH-01
R927766;PO508998;3;2025-03-15T11:05:00Z;123.14;accepted;WH-05
R927767;PO508998;4;2025-03-29T04:01:00Z;193.92;partially_rejected;WH-02
R927768;PO508998;5;2025-04-02T13:38:00Z;42.08;rejected;WH-02
R927769;PO508999;1;2025-03-29T01:09:00Z;31.74;accepted;WH-05
R927770;PO508999;3;2025-03-07T02:33:00Z;21.9;accepted;WH-04
R927771;PO509000;1;2025-04-19T05:50:00Z;149.64;accepted;WH-01
R927772;PO509000;2;2025-03-01T17:03:00Z;127.97;accepted;WH-02
R927773;PO509000;3;2025-03-25T21:18:00Z;157.98;accepted;WH-04
R927774;PO509001;1;2025-03-20T21:07:00Z;174.33;accepted;WH-02
R927775;PO509002;1;2025-02-28T20:17:00Z;14.05;accepted;WH-03
R927776;PO509002;1;2025-03-02T16:23:00Z;11.37;accepted;WH-04
R927777;PO509002;2;2025-02-27T09:15:00Z;171.3;accepted;WH-01
R927778;PO509002;3;2025-03-03T03:24:00Z;9.48;accepted;WH-05
R927779;PO509002;4;2025-03-22T23:10:00Z;96.71;accepted;WH-03
R927780;PO509003;1;2025-03-11T15:12:00Z;68.69;accepted;WH-01
R927781;PO509003;2;2025-03-29T11:45:00Z;80.6;accepted;WH-03
R927782;PO509003;3;2025-03-27T20:39:00Z;154.73;accepted;WH-01
R927783;PO509003;4;2025-04-02T04:27:00Z;29.76;accepted;WH-04
R927784;PO509004;1;2025-03-01T18:05:00Z;120.32;accepted;WH-03
R927785;PO509004;1;2025-02-25T09:47:00Z;59.92;accepted;WH-05
R927786;PO509004;2;2025-03-04T17:14:00Z;56.33;accepted;WH-03
R927787;PO509004;3;2025-03-01T03:58:00Z;8.5;accepted;WH-04
R927788;PO509005;1;2025-02-26T05:42:00Z;23.95;partially_rejected;WH-04
R927789;PO509005;2;2025-03-18T06:20:00Z;25.03;accepted;WH-05
R927790;PO509005;2;2025-03-18T12:14:00Z;6.73;accepted;WH-05
R927791;PO509005;2;2025-03-25T12:47:00Z;10.74;accepted;WH-05
R927792;PO509005;3;2025-04-21T21:16:00Z;125.63;accepted;WH-05
R927793;PO509007;1;2025-03-16T01:41:00Z;32.35;accepted;WH-03
R927794;PO509007;1;2025-04-07T22:33:00Z;34.71;accepted;WH-03
R927795;PO509007;3;2025-03-18T19:54:00Z;13.47;accepted;WH-05
R927796;PO509007;3;2025-03-20T09:30:00Z;5.92;accepted;WH-02
R927797;PO509007;4;2025-03-13T09:07:00Z;180.41;accepted;WH-04
R927798;PO509008;2;2025-03-24T13:25:00Z;23.5;accepted;WH-05
R927799;PO509008;3;2025-03-04T17:03:00Z;11.82;accepted;WH-05
R927800;PO509008;4;2025-03-03T00:55:00Z;84.54;rejected;WH-04
R927801;PO509009;1;2025-03-30T00:34:00Z;46.94;accepted;WH-01
R927802;PO509009;1;2025-04-01T19:19:00Z;76.0;accepted;WH-03
R927803;PO509009;2;2025-02-28T07:20:00Z;68.85;accepted;WH-05
R927804;PO509009;3;2025-04-04T08:21:00Z;146.52;accepted;WH-05
R927805;PO509009;4;2025-03-19T03:33:00Z;29.03;accepted;WH-03
R927806;PO509009;4;2025-03-25T06:14:00Z;54.91;accepted;WH-01
R927807;PO509010;1;2025-03-06T05:51:00Z;54.03;accepted;WH-05
R927808;PO509010;2;2025-03-08T21:22:00Z;66.56;accepted;WH-05
R927809;PO509011;2;2025-03-13T15:53:00Z;150.47;accepted;WH-04
R927810;PO509011;3;2025-03-14T05:58:00Z;163.07;partially_rejected;WH-02
R927811;PO509011;4;2025-03-04T00:24:00Z;129.69;accepted;WH-05
R927812;PO509011;4;2025-03-02T00:50:00Z;28.86;accepted;WH-03
R927813;PO509011;4;2025-03-19T00:07:00Z;37.61;accepted;WH-03
R927814;PO509011;5;2025-03-03T05:27:00Z;27.31;accepted;WH-03
R927815;PO509012;1;2025-04-26T22:08:00Z;88.24;accepted;WH-01
R927816;PO509012;1;2025-03-31T18:29:00Z;61.85;accepted;WH-02
R927817;PO509012;1;2025-04-01T17:06:00Z;47.45;accepted;WH-02
R927818;PO509012;2;2025-03-14T00:01:00Z;28.75;accepted;WH-03
R927819;PO509015;1;2025-03-21T09:57:00Z;62.07;accepted;WH-03
R927820;PO509015;1;2025-03-05T07:44:00Z;41.7;accepted;WH-02
R927821;PO509015;2;2025-03-18T22:36:00Z;60.69;accepted;WH-01
R927822;PO509015;2;2025-04-10T01:01:00Z;136.03;accepted;WH-02
R927823;PO509015;3;2025-02-25T18:30:00Z;77.49;accepted;WH-02
R927824;PO509015;4;2025-03-08T20:03:00Z;57.73;accepted;WH-05
R927825;PO509015;5;2025-03-18T01:08:00Z;100.95;accepted;WH-02
R927826;PO509016;1;2025-03-14T03:19:00Z;20.47;accepted;WH-03
R927827;PO509016;1;2025-03-16T13:11:00Z;12.59;accepted;WH-03
R927828;PO509016;2;2025-03-09T08:18:00Z;70.31;accepted;WH-02
R927829;PO509016;2;2025-03-12T02:06:00Z;80.61;accepted;WH-02
R927830;PO509016;3;2025-03-04T20:30:00Z;182.56;accepted;WH-04
R927831;PO509018;1;2025-04-07T13:57:00Z;187.51;accepted;WH-02
R927832;PO509019;1;2025-03-08T09:48:00Z;128.18;partially_rejected;WH-01
R927833;PO509020;2;2025-03-24T11:04:00Z;194.64;accepted;WH-01
R927834;PO509020;3;2025-03-01T23:03:00Z;71.25;accepted;WH-03
R927835;PO509020;5;2025-03-26T21:06:00Z;61.87;accepted;WH-01
R927836;PO509023;1;2025-04-06T12:05:00Z;2.57;accepted;WH-03
R927837;PO509023;1;2025-04-19T13:00:00Z;4.63;accepted;WH-01
R927838;PO509024;1;2025-03-02T06:45:00Z;167.63;accepted;WH-02
R927839;PO509024;2;2025-03-19T15:37:00Z;101.87;accepted;WH-04
R927840;PO509025;1;2025-04-07T06:10:00Z;4.01;accepted;WH-01
R927841;PO509025;1;2025-04-11T05:53:00Z;4.66;accepted;WH-05
R927842;PO509025;2;2025-04-02T01:10:00Z;73.6;accepted;WH-02
R927843;PO509025;3;2025-03-06T11:13:00Z;58.39;accepted;WH-03
R927844;PO509025;4;2025-02-27T13:32:00Z;192.0;accepted;WH-03
R927845;PO509026;1;2025-03-30T11:39:00Z;150.47;accepted;WH-04
R927846;PO509026;3;2025-04-04T02:05:00Z;170.52;accepted;WH-05
R927847;PO509027;1;2025-03-03T06:07:00Z;173.61;accepted;WH-03
R927848;PO509027;2;2025-04-09T19:37:00Z;127.16;accepted;WH-01
R927849;PO509027;3;2025-04-08T23:19:00Z;61.57;accepted;WH-05
R927850;PO509027;3;2025-04-06T20:00:00Z;75.24;accepted;WH-05
R927851;PO509027;4;2025-03-18T05:27:00Z;157.53;accepted;WH-03
R927852;PO509028;1;2025-03-25T16:51:00Z;69.02;accepted;WH-03
R927853;PO509028;2;2025-04-10T00:42:00Z;124.27;accepted;WH-05
R927854;PO509028;2;2025-04-06T14:34:00Z;73.21;accepted;WH-02
R927855;PO509028;3;2025-04-13T11:07:00Z;60.01;accepted;WH-03
R927856;PO509028;3;2025-04-03T18:06:00Z;69.86;accepted;WH-05
R927857;PO509028;3;2025-04-04T15:51:00Z;43.5;accepted;WH-04
R927858;PO509030;1;2025-03-05T01:10:00Z;78.76;accepted;WH-01
R927859;PO509030;2;2025-03-16T21:29:00Z;27.35;accepted;WH-05
R927860;PO509030;2;2025-03-17T08:58:00Z;42.95;accepted;WH-04
R927861;PO509031;1;2025-02-28T23:11:00Z;57.8;accepted;WH-04
R927862;PO509031;2;2025-04-09T23:30:00Z;13.0;accepted;WH-05
R927863;PO509031;2;2025-04-11T12:16:00Z;17.16;rejected;WH-02
R927864;PO509031;2;2025-04-11T13:44:00Z;8.44;accepted;WH-05
R927865;PO509032;1;2025-03-01T07:23:00Z;173.07;accepted;WH-03
R927866;PO509032;2;2025-04-13T19:59:00Z;176.81;accepted;WH-01
R927867;PO509033;1;2025-04-05T23:48:00Z;10.92;accepted;WH-02
R927868;PO509033;1;2025-03-15T21:16:00Z;13.99;accepted;WH-05
R927869;PO509033;2;2025-02-28T22:37:00Z;51.02;accepted;WH-02
R927870;PO509033;3;2025-03-04T10:30:00Z;32.69;accepted;WH-05
R927871;PO509033;3;2025-02-26T10:47:00Z;6.74;accepted;WH-05
R927872;PO509033;3;2025-03-19T02:12:00Z;9.94;accepted;WH-05
R927873;PO509034;1;2025-04-08T09:45:00Z;59.58;accepted;WH-02
R927874;PO509034;1;2025-04-05T05:03:00Z;64.33;partially_rejected;WH-04
R927875;PO509034;2;2025-03-20T11:50:00Z;34.27;accepted;WH-01
R927876;PO509034;2;2025-03-12T17:54:00Z;77.52;accepted;WH-03
R927877;PO509035;1;2025-04-01T17:53:00Z;63.93;accepted;WH-03
R927878;PO509035;1;2025-03-26T16:04:00Z;70.34;accepted;WH-02
R927879;PO509035;2;2025-04-12T18:13:00Z;26.47;partially_rejected;WH-04
R927880;PO509038;1;2025-04-03T20:40:00Z;146.65;accepted;WH-03
R927881;PO509039;1;2025-03-31T17:19:00Z;197.9;accepted;WH-02
R927882;PO509039;2;2025-03-31T00:27:00Z;163.45;accepted;WH-02
R927883;PO509039;3;2025-04-07T08:53:00Z;13.86;accepted;WH-01
R927884;PO509039;3;2025-04-07T22:52:00Z;18.23;accepted;WH-05
R927885;PO509039;4;2025-03-12T17:22:00Z;101.93;accepted;WH-02
R927886;PO509039;5;2025-02-22T22:50:00Z;27.17;partially_rejected;WH-03
R927887;PO509039;5;2025-02-26T19:31:00Z;16.29;accepted;WH-02
R927888;PO509040;1;2025-03-30T13:07:00Z;46.75;partially_rejected;WH-04
R927889;PO509040;1;2025-04-06T10:45:00Z;55.68;accepted;WH-02
R927890;PO509041;1;2025-04-05T17:46:00Z;183.6;accepted;WH-02
R927891;PO509041;2;2025-04-02T01:02:00Z;155.32;accepted;WH-04
R927892;PO509041;3;2025-03-30T20:42:00Z;28.07;accepted;WH-03
R927893;PO509042;1;2025-03-17T09:54:00Z;128.43;accepted;WH-03
R927894;PO509043;1;2025-03-27T05:54:00Z;149.09;accepted;WH-04
R927895;PO509043;2;2025-03-12T08:24:00Z;170.4;accepted;WH-05
R927896;PO509043;4;2025-03-08T15:54:00Z;163.14;accepted;WH-02
R927897;PO509044;1;2025-04-13T03:06:00Z;32.87;partially_rejected;WH-05
R927898;PO509044;2;2025-04-03T15:24:00Z;37.33;accepted;WH-05
R927899;PO509046;1;2025-03-13T21:53:00Z;180.84;accepted;WH-04
R927900;PO509047;1;2025-03-27T15:05:00Z;32.37;accepted;WH-04
R927901;PO509047;2;2025-03-25T20:58:00Z;171.34;partially_rejected;WH-05
R927902;PO509047;3;2025-03-17T17:02:00Z;29.1;accepted;WH-02
R927903;PO509047;3;2025-03-06T08:04:00Z;5.43;accepted;WH-04
R927904;PO509047;3;2025-03-06T00:24:00Z;12.62;accepted;WH-05
R927905;PO509049;1;2025-03-25T18:20:00Z;15.51;rejected;WH-01
R927906;PO509049;1;2025-03-23T23:21:00Z;35.67;accepted;WH-03
R927907;PO509049;2;2025-04-03T15:08:00Z;46.83;accepted;WH-04
R927908;PO509049;3;2025-03-16T02:52:00Z;13.34;accepted;WH-05
R927909;PO509049;4;2025-03-26T19:25:00Z;146.41;accepted;WH-01
R927910;PO509049;5;2025-03-29T08:33:00Z;46.95;accepted;WH-05
R927911;PO509049;5;2025-03-07T05:28:00Z;61.45;accepted;WH-02
R927912;PO509051;1;2025-04-01T02:47:00Z;33.2;partially_rejected;WH-02
R927913;PO509051;1;2025-04-01T20:47:00Z;28.46;rejected;WH-04
R927914;PO509051;2;2025-03-15T05:50:00Z;39.75;accepted;WH-05
R927915;PO509051;3;2025-03-29T00:09:00Z;6.79;accepted;WH-02
R927916;PO509051;3;2025-03-27T01:44:00Z;2.24;accepted;WH-02
R927917;PO509051;3;2025-04-06T02:29:00Z;4.47;accepted;WH-01
R927918;PO509051;4;2025-03-19T13:18:00Z;22.91;accepted;WH-02
R927919;PO509051;4;2025-03-20T17:22:00Z;36.59;accepted;WH-05
R927920;PO509051;5;2025-03-17T03:45:00Z;166.38;accepted;WH-01
R927921;PO509052;1;2025-04-02T20:39:00Z;74.02;accepted;WH-01
R927922;PO509054;3;2025-04-17T19:07:00Z;91.15;partially_rejected;WH-03
R927923;PO509054;4;2025-04-06T01:17:00Z;159.49;accepted;WH-03
R927924;PO509054;5;2025-03-15T04:33:00Z;49.66;accepted;WH-03
R927925;PO509054;5;2025-03-16T06:05:00Z;93.22;accepted;WH-05
R927926;PO509055;1;2025-04-10T16:55:00Z;68.59;accepted;WH-02
R927927;PO509055;1;2025-04-18T06:40:00Z;107.82;accepted;WH-03
R927928;PO509055;2;2025-04-11T23:21:00Z;183.3;accepted;WH-04
R927929;PO509056;1;2025-03-31T15:20:00Z;41.86;accepted;WH-02
R927930;PO509056;2;2025-04-07T14:09:00Z;111.48;accepted;WH-04
R927931;PO509057;1;2025-03-01T05:25:00Z;105.98;accepted;WH-03
R927932;PO509057;2;2025-03-29T18:08:00Z;8.31;accepted;WH-02
R927933;PO509057;3;2025-03-14T07:27:00Z;36.39;accepted;WH-03
R927934;PO509057;4;2025-03-10T08:56:00Z;19.83;accepted;WH-04
R927935;PO509059;1;2025-03-20T13:34:00Z;41.35;accepted;WH-03
R927936;PO509059;1;2025-03-23T03:12:00Z;89.34;accepted;WH-01
R927937;PO509061;1;2025-04-07T11:49:00Z;117.22;accepted;WH-05
R927938;PO509061;1;2025-04-09T01:24:00Z;23.54;accepted;WH-03
R927939;PO509061;1;2025-04-11T02:44:00Z;53.27;accepted;WH-01
R927940;PO509061;2;2025-04-03T04:56:00Z;27.23;rejected;WH-03
R927941;PO509061;2;2025-04-07T10:54:00Z;63.32;accepted;WH-03
R927942;PO509062;1;2025-03-27T11:39:00Z;128.79;accepted;WH-01
R927943;PO509062;2;2025-04-06T19:57:00Z;82.25;accepted;WH-02
R927944;PO509062;3;2025-04-03T10:23:00Z;122.55;accepted;WH-04
R927945;PO509062;4;2025-03-31T23:06:00Z;28.95;accepted;WH-01
R927946;PO509063;1;2025-03-16T04:15:00Z;99.57;rejected;WH-05
R927947;PO509064;2;2025-04-03T10:48:00Z;142.81;accepted;WH-05
R927948;PO509064;3;2025-03-27T00:08:00Z;125.27;accepted;WH-04
R927949;PO509064;4;2025-03-07T10:07:00Z;161.45;accepted;WH-05
R927950;PO509065;1;2025-03-04T03:05:00Z;23.63;accepted;WH-05
R927951;PO509065;1;2025-03-04T13:11:00Z;13.5;accepted;WH-01
R927952;PO509065;3;2025-03-17T20:09:00Z;40.58;accepted;WH-02
R927953;PO509068;1;2025-04-07T13:55:00Z;4.12;accepted;WH-02
R927954;PO509068;2;2025-03-11T07:47:00Z;71.29;accepted;WH-05
R927955;PO509068;3;2025-03-20T15:32:00Z;125.16;accepted;WH-04
R927956;PO509069;1;2025-04-08T22:25:00Z;22.82;accepted;WH-05
R927957;PO509070;1;2025-03-07T11:17:00Z;119.14;accepted;WH-02
R927958;PO509071;1;2025-03-30T21:45:00Z;2.77;accepted;WH-03
R927959;PO509071;1;2025-03-31T03:55:00Z;2.76;accepted;WH-04
R927960;PO509071;2;2025-03-14T05:51:00Z;36.08;accepted;WH-02
R927961;PO509071;2;2025-03-08T05:39:00Z;32.27;accepted;WH-05
R927962;PO509071;3;2025-04-07T01:44:00Z;69.75;accepted;WH-03
R927963;PO509071;4;2025-03-18T00:59:00Z;4.65;accepted;WH-01
R927964;PO509071;4;2025-04-01T07:05:00Z;5.12;accepted;WH-02
R927965;PO509072;1;2025-03-05T20:41:00Z;21.61;accepted;WH-03
R927966;PO509072;1;2025-03-06T03:27:00Z;9.37;accepted;WH-02
R927967;PO509072;2;2025-04-16T20:32:00Z;90.28;accepted;WH-01
R927968;PO509072;2;2025-03-27T02:20:00Z;50.41;accepted;WH-05
R927969;PO509072;3;2025-03-24T09:53:00Z;35.22;accepted;WH-03
R927970;PO509072;3;2025-03-11T01:10:00Z;11.71;accepted;WH-02
R927971;PO509072;3;2025-02-27T13:59:00Z;10.16;accepted;WH-05
R927972;PO509072;4;2025-03-13T02:01:00Z;19.75;partially_rejected;WH-05
R927973;PO509072;4;2025-03-13T02:33:00Z;28.76;accepted;WH-02
R927974;PO509075;1;2025-03-29T00:43:00Z;49.86;accepted;WH-01
R927975;PO509075;2;2025-03-10T11:45:00Z;128.18;accepted;WH-05
R927976;PO509075;3;2025-03-26T03:24:00Z;145.52;accepted;WH-04
R927977;PO509075;4;2025-04-01T08:49:00Z;97.99;accepted;WH-05
R927978;PO509075;5;2025-03-01T01:58:00Z;177.48;accepted;WH-02
R927979;PO509077;2;2025-03-01T18:13:00Z;106.87;accepted;WH-04
R927980;PO509077;3;2025-04-08T10:35:00Z;195.92;accepted;WH-03
R927981;PO509077;4;2025-03-15T18:39:00Z;39.98;accepted;WH-01
R927982;PO509077;4;2025-03-13T12:03:00Z;55.33;accepted;WH-04
R927983;PO509077;5;2025-04-19T01:07:00Z;38.69;accepted;WH-03
R927984;PO509077;5;2025-04-29T15:30:00Z;54.45;accepted;WH-01
R927985;PO509078;1;2025-03-26T20:48:00Z;111.29;rejected;WH-03
R927986;PO509078;2;2025-03-31T11:09:00Z;137.63;accepted;WH-02
R927987;PO509078;4;2025-04-07T03:10:00Z;7.81;accepted;WH-04
R927988;PO509078;4;2025-04-08T02:38:00Z;4.46;accepted;WH-03
R927989;PO509079;1;2025-03-19T16:32:00Z;53.18;accepted;WH-04
R927990;PO509079;2;2025-04-02T01:31:00Z;76.4;accepted;WH-02
R927991;PO509079;2;2025-04-06T11:20:00Z;33.93;accepted;WH-01
R927992;PO509079;2;2025-04-27T11:46:00Z;18.33;rejected;WH-03
R927993;PO509079;3;2025-03-18T04:44:00Z;172.82;accepted;WH-02
R927994;PO509079;4;2025-04-11T06:03:00Z;76.67;accepted;WH-05
R927995;PO509079;4;2025-04-03T17:30:00Z;14.95;accepted;WH-03
R927996;PO509079;4;2025-04-01T13:46:00Z;25.86;accepted;WH-03
R927997;PO509079;5;2025-03-03T09:03:00Z;65.08;accepted;WH-01
R927998;PO509079;5;2025-03-20T11:14:00Z;84.81;accepted;WH-04
R927999;PO509080;2;2025-04-04T22:10:00Z;172.7;accepted;WH-04
R928000;PO509082;1;2025-02-25T19:37:00Z;174.52;accepted;WH-05
R928001;PO509084;1;2025-03-02T14:00:00Z;85.86;accepted;WH-02
R928002;PO509085;1;2025-03-15T17:31:00Z;55.02;accepted;WH-03
R928003;PO509085;2;2025-04-12T08:54:00Z;13.41;accepted;WH-04
R928004;PO509085;2;2025-04-26T13:08:00Z;7.7;accepted;WH-03
R928005;PO509085;2;2025-04-01T02:30:00Z;6.69;accepted;WH-05
R928006;PO509085;3;2025-04-06T09:19:00Z;115.81;accepted;WH-02
R928007;PO509085;4;2025-03-25T14:58:00Z;59.21;accepted;WH-01
R928008;PO509085;4;2025-04-02T07:57:00Z;45.88;accepted;WH-02
R928009;PO509085;4;2025-03-26T03:11:00Z;53.86;accepted;WH-05
R928010;PO509087;1;2025-04-03T22:23:00Z;181.22;accepted;WH-04
R928011;PO509087;2;2025-04-13T08:07:00Z;87.9;accepted;WH-03
R928012;PO509087;3;2025-03-04T04:28:00Z;15.72;accepted;WH-02
R928013;PO509087;3;2025-03-19T16:08:00Z;3.49;accepted;WH-05
R928014;PO509087;3;2025-03-03T10:30:00Z;4.33;accepted;WH-04
R928015;PO509087;4;2025-03-24T04:52:00Z;163.93;accepted;WH-01
R928016;PO509088;1;2025-03-26T23:59:00Z;184.95;accepted;WH-04
R928017;PO509088;2;2025-03-27T20:58:00Z;166.4;accepted;WH-03
R928018;PO509088;3;2025-03-20T04:09:00Z;197.01;accepted;WH-02
R928019;PO509088;4;2025-03-21T16:11:00Z;134.55;accepted;WH-02
R928020;PO509088;5;2025-03-27T16:25:00Z;23.13;accepted;WH-02
R928021;PO509089;1;2025-03-17T04:37:00Z;167.58;accepted;WH-05
R928022;PO509089;2;2025-02-28T02:42:00Z;14.6;accepted;WH-03
R928023;PO509089;3;2025-03-26T06:20:00Z;181.46;partially_rejected;WH-01
R928024;PO509089;4;2025-03-23T19:31:00Z;6.19;accepted;WH-03
R928025;PO509089;5;2025-03-12T15:10:00Z;80.2;accepted;WH-05
R928026;PO509091;1;2025-04-11T04:24:00Z;122.58;accepted;WH-05
R928027;PO509091;2;2025-04-06T11:33:00Z;86.43;accepted;WH-03
R928028;PO509091;2;2025-04-23T05:25:00Z;86.07;accepted;WH-03
R928029;PO509091;3;2025-03-12T05:42:00Z;26.68;accepted;WH-05
R928030;PO509091;3;2025-03-12T07:31:00Z;11.5;accepted;WH-03
R928031;PO509092;2;2025-03-14T04:57:00Z;19.29;accepted;WH-01
R928032;PO509092;3;2025-02-24T23:03:00Z;174.37;accepted;WH-03
R928033;PO509093;1;2025-04-24T06:25:00Z;155.37;accepted;WH-02
R928034;PO509094;2;2025-03-26T12:29:00Z;193.91;accepted;WH-04
R928035;PO509094;3;2025-03-28T14:18:00Z;94.22;accepted;WH-01
R928036;PO509096;1;2025-04-12T18:58:00Z;176.24;partially_rejected;WH-05
R928037;PO509096;2;2025-03-09T09:28:00Z;32.38;accepted;WH-01
R928038;PO509096;3;2025-03-28T12:45:00Z;92.5;accepted;WH-02
R928039;PO509096;4;2025-03-03T22:20:00Z;90.87;accepted;WH-04
R928040;PO509096;5;2025-04-05T17:07:00Z;171.87;accepted;WH-03
R928041;PO509098;1;2025-03-28T16:46:00Z;34.03;partially_rejected;WH-04
R928042;PO509098;1;2025-03-19T05:37:00Z;57.4;accepted;WH-02
R928043;PO509098;2;2025-03-23T10:54:00Z;5.14;partially_rejected;WH-01
R928044;PO509098;3;2025-03-22T14:05:00Z;160.33;accepted;WH-05
R928045;PO509099;1;2025-04-07T04:23:00Z;85.46;accepted;WH-01
R928046;PO509099;2;2025-03-10T16:10:00Z;112.64;accepted;WH-02
R928047;PO509099;3;2025-03-17T19:30:00Z;87.83;accepted;WH-02
R928048;PO509099;3;2025-03-16T05:57:00Z;70.01;accepted;WH-03
R928049;PO509099;3;2025-03-31T23:53:00Z;35.18;accepted;WH-01
R928050;PO509099;4;2025-03-05T22:45:00Z;65.27;accepted;WH-05
R928051;PO509100;1;2025-03-15T19:40:00Z;54.5;accepted;WH-05
R928052;PO509100;1;2025-03-11T16:05:00Z;21.74;accepted;WH-04
R928053;PO509100;1;2025-03-13T15:00:00Z;41.86;accepted;WH-02
R928054;PO509100;2;2025-03-14T11:54:00Z;132.1;accepted;WH-04
R928055;PO509100;3;2025-04-10T04:55:00Z;50.95;accepted;WH-04
R928056;PO509101;1;2025-03-20T19:41:00Z;44.32;partially_rejected;WH-02
R928057;PO509101;2;2025-03-19T06:05:00Z;128.0;accepted;WH-01
R928058;PO509101;4;2025-03-12T01:53:00Z;82.08;partially_rejected;WH-02
R928059;PO509101;4;2025-03-15T17:15:00Z;106.36;accepted;WH-01
R928060;PO509101;5;2025-04-08T19:13:00Z;127.8;accepted;WH-04
R928061;PO509102;1;2025-03-08T00:28:00Z;190.26;accepted;WH-05
R928062;PO509102;2;2025-03-18T14:34:00Z;61.43;partially_rejected;WH-02
R928063;PO509102;3;2025-03-12T05:31:00Z;49.87;accepted;WH-02
R928064;PO509102;3;2025-03-11T19:36:00Z;74.96;accepted;WH-05
R928065;PO509103;1;2025-03-29T13:37:00Z;86.93;accepted;WH-01
R928066;PO509103;2;2025-03-15T14:14:00Z;124.95;accepted;WH-02
R928067;PO509103;3;2025-04-01T01:05:00Z;41.34;accepted;WH-04
R928068;PO509103;4;2025-03-27T09:56:00Z;60.45;accepted;WH-05
R928069;PO509104;1;2025-03-03T05:42:00Z;7.55;accepted;WH-05
R928070;PO509104;1;2025-03-08T17:38:00Z;12.79;accepted;WH-03
R928071;PO509104;2;2025-03-25T05:22:00Z;97.14;accepted;WH-01
R928072;PO509104;3;2025-03-08T02:02:00Z;118.2;accepted;WH-03
R928073;PO509104;4;2025-03-21T12:29:00Z;89.5;accepted;WH-01
R928074;PO509104;4;2025-03-19T23:01:00Z;59.21;accepted;WH-05
R928075;PO509104;4;2025-03-19T07:26:00Z;40.23;accepted;WH-05
R928076;PO509104;5;2025-03-27T12:25:00Z;118.93;accepted;WH-02
R928077;PO509105;1;2025-03-22T22:44:00Z;42.18;accepted;WH-05
R928078;PO509105;1;2025-03-19T05:00:00Z;36.48;accepted;WH-02
R928079;PO509105;2;2025-02-28T15:42:00Z;22.59;accepted;WH-04
R928080;PO509105;3;2025-03-14T10:12:00Z;71.4;accepted;WH-03
R928081;PO509105;4;2025-04-18T16:14:00Z;7.82;partially_rejected;WH-05
R928082;PO509105;4;2025-03-25T22:31:00Z;6.77;accepted;WH-01
R928083;PO509105;5;2025-04-08T02:14:00Z;99.13;accepted;WH-03
R928084;PO509106;1;2025-04-07T09:02:00Z;23.67;accepted;WH-03
R928085;PO509106;1;2025-04-27T06:17:00Z;55.16;accepted;WH-03
R928086;PO509108;1;2025-03-21T19:00:00Z;7.33;accepted;WH-04
R928087;PO509108;2;2025-04-09T21:37:00Z;88.93;accepted;WH-01
R928088;PO509108;3;2025-03-23T22:32:00Z;47.24;accepted;WH-04
