item_id;item_name;category;category_reported;uom_code
IT10788;Позиция IT10788 (Инструмент);Инструмент;Инструмент;PACK12
IT10789;Позиция IT10789 (Кабель);Кабель;Кабель;ROLL50
IT10790;Позиция IT10790 (Фильтры);Фильтры;Насосы;PCS
IT10791;Позиция IT10791 (Спецодежда);Спецодежда;Спецодежда;PACK12
IT10792;Позиция IT10792 (Насосы);Насосы;Насосы;KG
IT10793;Позиция IT10793 (Насосы);Насосы;Насосы;PACK24
IT10794;Позиция IT10794 (Насосы);Насосы;Насосы;ROLL50
IT10795;Позиция IT10795 (Смазочные материалы);Смазочные материалы;Смазочные материалы;KG
IT10796;Позиция IT10796 (Электрика);Электрика;Электрика;ROLL50
IT10797;Позиция IT10797 (Смазочные материалы);Смазочные материалы;Смазочные материалы;M
IT10798;Позиция IT10798 (Насосы);Насосы;Насосы;PACK6
IT10799;Позиция IT10799 (Подшипники);Подшипники;Подшипники;KG
