order_id;supplier_id;order_dttm_msk;currency;delivery_city;order_type
PO509961;S1058;2025-04-05 14:08:00;RUB;Москва;Плановая
PO509962;S1103;2025-04-05 15:04:00;RUB;Москва;Срочная
PO509963;S1011;2025-04-06 17:16:00;RUB;Челябинск;Аварийная
PO509964;S1088;2025-04-06 16:42:00;RUB;Москва;Срочная
PO509965;S1086;2025-04-06 15:38:00;USD;Ростов;Аварийная
PO509966;S1043;2025-04-06 13:35:00;USD;Пермь;Аварийная
PO509967;S1024;2025-04-06 09:45:00;RUB;СПб;Срочная
PO509968;S1004;2025-04-06 17:26:00;CNY;Самара;Плановая
PO509969;S1020;2025-04-06 15:52:00;RUB;СПб;Плановая
PO509970;S1016;2025-04-06 12:56:00;CNY;Челябинск;Плановая
PO509971;S1045;2025-04-06 15:36:00;RUB;Челябинск;Аварийная
PO509972;S1053;2025-04-07 12:21:00;RUB;Ростов;Срочная
PO509973;S1108;2025-04-07 19:22:00;CNY;Казань;Плановая
PO509974;S1062;2025-04-07 14:55:00;RUB;Новосибирск;Аварийная
PO509975;S1010;2025-04-07 14:45:00;RUB;Тюмень;Срочная
PO509976;S1059;2025-04-07 14:01:00;RUB;Пермь;Плановая
PO509977;S1046;2025-04-07 16:07:00;RUB;Ростов;Срочная
PO509978;S1008;2025-04-07 19:52:00;RUB;Омск;Аварийная
PO509979;S1047;2025-04-07 15:33:00;RUB;Екатеринбург;Аварийная
PO509980;S1098;2025-04-07 18:11:00;CNY;Казань;Срочная
PO509981;S1099;2025-04-07 08:25:00;RUB;Уфа;Плановая
PO509982;S1044;2025-04-07 16:09:00;RUB;Самара;Срочная
PO509983;S1111;2025-04-07 11:12:00;RUB;Челябинск;Срочная
PO509984;S1052;2025-04-07 11:22:00;RUB;Самара;Плановая
PO509985;S1089;2025-04-07 10:11:00;RUB;Омск;Плановая
PO509986;S1014;2025-04-07 18:40:00;RUB;Ростов;Плановая
PO509987;S1006;2025-04-07 15:03:00;RUB;Пермь;Аварийная
PO509988;S1081;2025-04-07 08:58:00;RUB;Челябинск;Плановая
PO509989;S1103;2025-04-07 19:26:00;RUB;Екатеринбург;Аварийная
PO509990;S1053;2025-04-07 16:11:00;RUB;Челябинск;Срочная
PO509991;S1008;2025-04-07 09:00:00;RUB;СПб;Срочная
PO509992;S1059;2025-04-08 12:51:00;RUB;Самара;Срочная
PO509993;S1038;2025-04-08 15:42:00;RUB;Пермь;Срочная
PO509994;S1018;2025-04-08 09:36:00;RUB;СПб;Плановая
PO509995;S1085;2025-04-08 16:20:00;RUB;Уфа;Аварийная
PO509996;S1073;2025-04-08 16:48:00;RUB;СПб;Плановая
PO509997;S1007;2025-04-08 13:30:00;RUB;Самара;Аварийная
PO509998;S1052;2025-04-08 18:12:00;CNY;Екатеринбург;Срочная
PO509999;S1067;2025-04-08 13:54:00;RUB;Омск;Плановая
PO510000;S1099;2025-04-08 17:58:00;RUB;Казань;Плановая
PO510001;S1044;2025-04-08 13:08:00;RUB;Челябинск;Плановая
PO510002;S1027;2025-04-08 13:48:00;RUB;Ростов;Срочная
PO510003;S1081;2025-04-08 09:08:00;RUB;Уфа;Срочная
PO510004;S1113;2025-04-08 13:11:00;RUB;Новосибирск;Плановая
PO510005;S1027;2025-04-08 15:08:00;RUB;Омск;Плановая
PO510006;S1013;2025-04-08 19:52:00;RUB;Тюмень;Аварийная
PO510007;S1092;2025-04-08 19:46:00;RUB;Новосибирск;Аварийная
PO510008;S1015;2025-04-08 15:35:00;RUB;Тюмень;Аварийная
PO510009;S1044;2025-04-08 18:42:00;RUB;Екатеринбург;Плановая
PO510010;S1035;2025-04-08 12:50:00;RUB;Уфа;Аварийная
PO510011;S1004;2025-04-08 12:27:00;RUB;Тюмень;Плановая
PO510012;S1050;2025-04-08 15:20:00;RUB;Казань;Аварийная
PO510013;S1071;2025-04-08 11:41:00;RUB;Самара;Срочная
PO510014;S1080;2025-04-08 09:21:00;RUB;Уфа;Плановая
PO510015;S1111;2025-04-08 08:37:00;RUB;Москва;Срочная
PO510016;S1008;2025-04-08 18:38:00;RUB;Казань;Аварийная
PO510017;S1036;2025-04-08 11:33:00;RUB;Омск;Аварийная
PO510018;S1115;2025-04-08 08:59:00;RUB;Тюмень;Плановая
PO510019;S1080;2025-04-08 17:39:00;RUB;Москва;Аварийная
PO510020;S1060;2025-04-08 10:31:00;RUB;Омск;Плановая
PO510021;S1108;2025-04-09 13:21:00;RUB;Омск;Аварийная
PO510022;S1119;2025-04-09 12:49:00;RUB;Омск;Срочная
PO510023;S1099;2025-04-09 17:57:00;RUB;Екатеринбург;Срочная
PO510024;S1013;2025-04-09 10:01:00;RUB;Екатеринбург;Срочная
PO510025;S1043;2025-04-09 18:26:00;RUB;Екатеринбург;Аварийная
PO510026;S1126;2025-04-09 19:10:00;RUB;СПб;Плановая
PO510027;S1105;2025-04-09 09:31:00;RUB;Уфа;Плановая
PO510028;S1067;2025-04-09 10:51:00;USD;Ростов;Аварийная
PO510029;S1092;2025-04-09 15:59:00;RUB;Екатеринбург;Аварийная
PO510030;S1066;2025-04-09 08:14:00;RUB;Уфа;Аварийная
PO510031;S1111;2025-04-09 17:15:00;RUB;Тюмень;Аварийная
PO510032;S1120;2025-04-09 12:19:00;RUB;Москва;Плановая
PO510033;S1123;2025-04-09 08:47:00;RUB;Омск;Аварийная
PO510034;S1014;2025-04-09 14:49:00;RUB;Челябинск;Плановая
PO510035;S1033;2025-04-09 15:20:00;RUB;Челябинск;Плановая
PO510036;S1120;2025-04-09 12:17:00;RUB;Ростов;Плановая
PO510037;S1122;2025-04-09 09:01:00;RUB;Омск;Плановая
PO510038;S1118;2025-04-09 17:43:00;RUB;Тюмень;Аварийная
PO510039;S1064;2025-04-09 18:52:00;RUB;Тюмень;Срочная
PO510040;S1076;2025-04-09 18:39:00;RUB;Челябинск;Плановая
PO510041;S1064;2025-04-09 15:33:00;USD;Ростов;Аварийная
PO510042;S1021;2025-04-09 08:12:00;RUB;Омск;Срочная
PO510043;S1117;2025-04-09 12:38:00;RUB;Самара;Аварийная
PO510044;S1035;2025-04-09 09:52:00;RUB;Тюмень;Аварийная
PO510045;S1009;2025-04-09 18:32:00;RUB;Тюмень;Срочная
PO510046;S1113;2025-04-09 16:09:00;RUB;Уфа;Аварийная
PO510047;S1088;2025-04-09 12:08:00;RUB;Челябинск;Аварийная
PO510048;S1036;2025-04-09 12:54:00;USD;Казань;Аварийная
PO510049;S1062;2025-04-10 14:36:00;USD;Екатеринбург;Аварийная
PO510050;S1125;2025-04-10 19:41:00;USD;Тюмень;Срочная
PO510051;S1020;2025-04-10 14:47:00;RUB;СПб;Аварийная
PO510052;S1022;2025-04-10 08:37:00;USD;Новосибирск;Аварийная
PO510053;S1115;2025-04-10 14:13:00;RUB;Ростов;Аварийная
PO510054;S1124;2025-04-10 09:12:00;RUB;Казань;Аварийная
PO510055;S1092;2025-04-10 09:53:00;RUB;СПб;Срочная
PO510056;S1115;2025-04-10 09:47:00;CNY;Новосибирск;Срочная
PO510057;S1100;2025-04-10 18:31:00;RUB;СПб;Плановая
PO510058;S1052;2025-04-10 18:51:00;RUB;Челябинск;Плановая
PO510059;S1042;2025-04-10 10:18:00;USD;Новосибирск;Аварийная
PO510060;S1050;2025-04-10 13:03:00;RUB;Екатеринбург;Плановая
PO510061;S1048;2025-04-10 12:06:00;RUB;Омск;Срочная
PO510062;S1082;2025-04-10 13:51:00;RUB;Омск;Срочная
PO510063;S1079;2025-04-10 18:54:00;RUB;Омск;Плановая
PO510064;S1029;2025-04-10 08:28:00;RUB;Казань;Плановая
PO510065;S1002;2025-04-10 18:10:00;CNY;Ростов;Срочная
PO510066;S1090;2025-04-10 19:34:00;RUB;Тюмень;Плановая
PO510067;S1124;2025-04-10 15:52:00;RUB;Казань;Аварийная
PO510068;S1119;2025-04-10 19:51:00;RUB;Тюмень;Срочная
PO510069;S1038;2025-04-10 08:49:00;RUB;Тюмень;Аварийная
PO510070;S1015;2025-04-10 13:37:00;RUB;Новосибирск;Плановая
PO510071;S1025;2025-04-10 12:46:00;RUB;СПб;Плановая
PO510072;S1118;2025-04-10 13:13:00;RUB;Екатеринбург;Аварийная
PO510073;S1087;2025-04-10 14:04:00;RUB;Казань;Плановая
PO510074;S1046;2025-04-10 14:56:00;RUB;Екатеринбург;Аварийная
PO510075;S1043;2025-04-10 08:33:00;RUB;Новосибирск;Плановая
PO510076;S1064;2025-04-10 12:50:00;RUB;Москва;Срочная
PO510077;S1009;2025-04-10 19:57:00;RUB;Казань;Аварийная
PO510078;S1118;2025-04-10 14:41:00;RUB;Казань;Плановая
PO510079;S1128;2025-04-10 15:36:00;RUB;Тюмень;Аварийная
PO510080;S1037;2025-04-10 09:49:00;RUB;Самара;Плановая
PO510081;S1089;2025-04-11 16:55:00;RUB;Новосибирск;Аварийная
PO510082;S1079;2025-04-11 19:34:00;USD;Уфа;Плановая
PO510083;S1053;2025-04-11 09:43:00;RUB;Уфа;Плановая
PO510084;S1112;2025-04-11 14:31:00;RUB;Пермь;Аварийная
PO510085;S1005;2025-04-11 18:02:00;RUB;Тюмень;Срочная
PO510086;S1030;2025-04-11 19:59:00;USD;Челябинск;Аварийная
PO510087;S1053;2025-04-11 08:30:00;RUB;Омск;Плановая
PO510088;S1056;2025-04-11 10:30:00;RUB;Тюмень;Аварийная
PO510089;S1096;2025-04-11 13:26:00;RUB;Москва;Аварийная
PO510090;S1060;2025-04-11 09:59:00;RUB;Ростов;Срочная
PO510091;S1016;2025-04-11 09:31:00;RUB;Уфа;Аварийная
PO510092;S1074;2025-04-11 13:56:00;RUB;Самара;Аварийная
PO510093;S1098;2025-04-11 09:07:00;RUB;СПб;Аварийная
PO510094;S1061;2025-04-11 11:07:00;RUB;Пермь;Аварийная
PO510095;S1107;2025-04-11 19:41:00;RUB;Омск;Аварийная
PO510096;S1029;2025-04-11 14:21:00;RUB;Челябинск;Аварийная
PO510097;S1021;2025-04-11 18:11:00;USD;Новосибирск;Срочная
PO510098;S1042;2025-04-11 15:22:00;RUB;Тюмень;Плановая
PO510099;S1113;2025-04-11 14:52:00;USD;Новосибирск;Срочная
PO510100;S1113;2025-04-12 11:38:00;RUB;Пермь;Плановая
PO510101;S1001;2025-04-13 11:00:00;RUB;Екатеринбург;Аварийная
PO510102;S1019;2025-04-14 15:18:00;USD;Челябинск;Плановая
PO510103;S1029;2025-04-14 15:11:00;CNY;Самара;Срочная
PO510104;S1056;2025-04-14 18:27:00;RUB;Самара;Плановая
PO510105;S1041;2025-04-14 09:28:00;RUB;Пермь;Аварийная
PO510106;S1058;2025-04-14 18:39:00;RUB;Самара;Плановая
PO510107;S1046;2025-04-14 12:47:00;USD;Екатеринбург;Плановая
PO510108;S1047;2025-04-14 11:19:00;RUB;Тюмень;Срочная
PO510109;S1047;2025-04-14 16:34:00;USD;Пермь;Аварийная
PO510110;S1017;2025-04-14 09:00:00;USD;Ростов;Аварийная
PO510111;S1091;2025-04-14 11:54:00;USD;Самара;Срочная
PO510112;S1067;2025-04-14 16:03:00;RUB;Тюмень;Срочная
PO510113;S1058;2025-04-14 09:42:00;USD;Москва;Плановая
PO510114;S1007;2025-04-14 11:20:00;RUB;Омск;Плановая
PO510115;S1118;2025-04-14 09:52:00;USD;Новосибирск;Срочная
PO510116;S1103;2025-04-14 15:54:00;RUB;Казань;Срочная
PO510117;S1006;2025-04-14 16:10:00;RUB;Ростов;Плановая
PO510118;S1007;2025-04-14 17:21:00;RUB;Ростов;Срочная
PO510119;S1128;2025-04-14 17:59:00;RUB;Ростов;Срочная
PO510120;S1056;2025-04-14 13:40:00;RUB;СПб;Плановая
PO510121;S1093;2025-04-14 10:53:00;RUB;Челябинск;Срочная
PO510122;S1062;2025-04-14 14:26:00;CNY;СПб;Плановая
PO510123;S1085;2025-04-14 17:25:00;RUB;Екатеринбург;Аварийная
PO510124;S1018;2025-04-14 15:43:00;RUB;Тюмень;Срочная
PO510125;S1059;2025-04-14 11:44:00;RUB;Самара;Срочная
PO510126;S1028;2025-04-14 17:06:00;RUB;Самара;Аварийная
PO510127;S1097;2025-04-14 18:13:00;RUB;Омск;Плановая
PO510128;S1114;2025-04-14 15:24:00;RUB;Екатеринбург;Срочная
PO510129;S1098;2025-04-14 12:37:00;RUB;Екатеринбург;Плановая
PO510130;S1091;2025-04-14 11:29:00;RUB;СПб;Срочная
PO510131;S1104;2025-04-15 19:07:00;CNY;Казань;Плановая
PO510132;S1021;2025-04-15 13:32:00;RUB;Новосибирск;Аварийная
PO510133;S1099;2025-04-15 14:37:00;RUB;Ростов;Срочная
PO510134;S1052;2025-04-15 10:45:00;RUB;Пермь;Аварийная
PO510135;S1064;2025-04-15 15:04:00;RUB;Омск;Аварийная
PO510136;S1059;2025-04-15 11:48:00;RUB;Казань;Аварийная
PO510137;S1050;2025-04-15 08:24:00;RUB;СПб;Срочная
PO510138;S1024;2025-04-15 13:35:00;RUB;Казань;Аварийная
PO510139;S1026;2025-04-15 15:29:00;RUB;Уфа;Плановая
PO510140;S1096;2025-04-15 13:49:00;USD;Москва;Плановая
PO510141;S1120;2025-04-15 10:02:00;CNY;Ростов;Срочная
PO510142;S1028;2025-04-15 16:12:00;RUB;Москва;Плановая
PO510143;S1008;2025-04-15 18:48:00;RUB;Омск;Аварийная
PO510144;S1086;2025-04-15 08:40:00;RUB;Самара;Срочная
PO510145;S1088;2025-04-15 13:22:00;RUB;Пермь;Срочная
PO510146;S1046;2025-04-15 15:46:00;RUB;Челябинск;Аварийная
PO510147;S1122;2025-04-15 10:09:00;USD;Омск;Срочная
PO510148;S1123;2025-04-15 10:27:00;RUB;Новосибирск;Срочная
PO510149;S1102;2025-04-15 11:31:00;RUB;Самара;Аварийная
PO510150;S1104;2025-04-15 13:04:00;RUB;Казань;Аварийная
PO510151;S1074;2025-04-15 15:07:00;RUB;Ростов;Плановая
PO510152;S1086;2025-04-15 14:40:00;RUB;Челябинск;Плановая
PO510153;S1001;2025-04-15 10:34:00;RUB;Омск;Аварийная
PO510154;S1117;2025-04-15 11:28:00;RUB;Москва;Срочная
PO510155;S1083;2025-04-15 19:04:00;USD;Челябинск;Плановая
PO510156;S1127;2025-04-15 13:56:00;RUB;Самара;Срочная
PO510157;S1095;2025-04-15 08:07:00;RUB;Екатеринбург;Плановая
PO510158;S1076;2025-04-15 13:29:00;RUB;Уфа;Аварийная
PO510159;S1044;2025-04-16 15:48:00;RUB;Новосибирск;Плановая
PO510160;S1077;2025-04-16 08:34:00;CNY;Новосибирск;Плановая
PO510161;S1110;2025-04-16 08:39:00;RUB;Уфа;Плановая
PO510162;S1063;2025-04-16 10:02:00;RUB;Новосибирск;Плановая
PO510163;S1117;2025-04-16 16:36:00;RUB;Уфа;Плановая
PO510164;S1088;2025-04-16 14:14:00;RUB;Пермь;Плановая
PO510165;S1023;2025-04-16 12:04:00;RUB;Челябинск;Плановая
PO510166;S1102;2025-04-16 09:55:00;RUB;Омск;Срочная
PO510167;S1006;2025-04-16 18:39:00;RUB;Уфа;Аварийная
PO510168;S1041;2025-04-16 18:46:00;USD;Самара;Срочная
PO510169;S1095;2025-04-16 19:03:00;RUB;Тюмень;Аварийная
PO510170;S1120;2025-04-16 15:16:00;RUB;СПб;Аварийная
PO510171;S1001;2025-04-16 17:00:00;USD;Уфа;Аварийная
PO510172;S1050;2025-04-16 10:48:00;RUB;Челябинск;Срочная
PO510173;S1012;2025-04-16 17:53:00;RUB;Новосибирск;Аварийная
PO510174;S1055;2025-04-16 16:12:00;RUB;Самара;Плановая
PO510175;S1028;2025-04-16 11:18:00;USD;Челябинск;Плановая
PO510176;S1029;2025-04-16 14:59:00;RUB;Москва;Плановая
PO510177;S1077;2025-04-16 17:37:00;RUB;СПб;Срочная
PO510178;S1022;2025-04-16 09:14:00;RUB;Самара;Плановая
PO510179;S1121;2025-04-16 15:03:00;RUB;Москва;Аварийная
PO510180;S1095;2025-04-16 08:53:00;RUB;Самара;Аварийная
PO510181;S1084;2025-04-16 13:32:00;CNY;Тюмень;Срочная
PO510182;S1036;2025-04-16 16:41:00;RUB;Уфа;Плановая
PO510183;S1021;2025-04-16 15:29:00;RUB;Уфа;Аварийная
PO510184;S1073;2025-04-16 12:54:00;RUB;Омск;Плановая
PO510185;S1082;2025-04-16 09:02:00;RUB;Омск;Плановая
PO510186;S1034;2025-04-16 08:31:00;RUB;Челябинск;Аварийная
PO510187;S1005;2025-04-16 15:20:00;RUB;Казань;Срочная
PO510188;S1101;2025-04-17 18:50:00;RUB;Новосибирск;Плановая
PO510189;S1090;2025-04-17 08:52:00;RUB;Уфа;Аварийная
PO510190;S1095;2025-04-17 17:13:00;RUB;Ростов;Аварийная
PO510191;S1009;2025-04-17 10:05:00;RUB;Челябинск;Плановая
PO510192;S1121;2025-04-17 13:44:00;RUB;Омск;Срочная
PO510193;S1127;2025-04-17 09:46:00;RUB;СПб;Срочная
PO510194;S1078;2025-04-17 12:47:00;RUB;Москва;Плановая
PO510195;S1051;2025-04-17 14:55:00;RUB;Челябинск;Аварийная
PO510196;S1104;2025-04-17 12:53:00;RUB;Екатеринбург;Срочная
PO510197;S1065;2025-04-17 17:04:00;RUB;СПб;Аварийная
PO510198;S1042;2025-04-17 16:00:00;RUB;Пермь;Плановая
PO510199;S1032;2025-04-17 10:13:00;USD;Пермь;Аварийная
PO510200;S1066;2025-04-17 13:39:00;RUB;СПб;Плановая
PO510201;S1106;2025-04-17 08:55:00;RUB;Москва;Срочная
PO510202;S1007;2025-04-17 18:02:00;USD;Казань;Плановая
PO510203;S1099;2025-04-17 11:33:00;USD;Ростов;Срочная
PO510204;S1118;2025-04-17 12:39:00;RUB;Тюмень;Срочная
PO510205;S1093;2025-04-18 12:01:00;RUB;СПб;Срочная
PO510206;S1069;2025-04-18 14:00:00;RUB;Тюмень;Аварийная
PO510207;S1111;2025-04-18 08:55:00;USD;Челябинск;Плановая
PO510208;S1092;2025-04-18 11:20:00;RUB;Пермь;Аварийная
PO510209;S1061;2025-04-18 18:34:00;RUB;Челябинск;Срочная
PO510210;S1104;2025-04-18 12:15:00;USD;Уфа;Срочная
PO510211;S1118;2025-04-18 17:23:00;RUB;Ростов;Срочная
PO510212;S1044;2025-04-18 09:03:00;RUB;Новосибирск;Срочная
PO510213;S1118;2025-04-18 13:21:00;RUB;Тюмень;Аварийная
PO510214;S1096;2025-04-18 11:25:00;RUB;Уфа;Аварийная
PO510215;S1002;2025-04-18 13:34:00;CNY;Самара;Срочная
PO510216;S1025;2025-04-18 15:35:00;CNY;Омск;Срочная
PO510217;S1059;2025-04-18 11:10:00;RUB;СПб;Плановая
PO510218;S1126;2025-04-18 11:22:00;RUB;Челябинск;Плановая
PO510219;S1090;2025-04-18 16:49:00;CNY;Самара;Аварийная
PO510220;S1072;2025-04-18 13:55:00;RUB;Москва;Аварийная
PO510221;S1065;2025-04-18 10:21:00;RUB;Челябинск;Аварийная
PO510222;S1078;2025-04-18 16:00:00;RUB;Казань;Аварийная
PO510223;S1064;2025-04-18 19:12:00;RUB;Ростов;Срочная
PO510224;S1076;2025-04-18 11:07:00;RUB;Казань;Плановая
PO510225;S1092;2025-04-18 19:15:00;USD;СПб;Аварийная
PO510226;S1092;2025-04-18 10:06:00;RUB;Екатеринбург;Аварийная
PO510227;S1123;2025-04-18 17:53:00;RUB;Ростов;Аварийная
PO510228;S1077;2025-04-18 17:41:00;RUB;Москва;Плановая
PO510229;S1106;2025-04-18 08:50:00;RUB;Москва;Плановая
PO510230;S1016;2025-04-18 18:45:00;RUB;Челябинск;Аварийная
PO510231;S1016;2025-04-18 12:40:00;RUB;Казань;Плановая
PO510232;S1051;2025-04-18 14:47:00;RUB;Омск;Срочная
PO510233;S1124;2025-04-18 11:50:00;RUB;Москва;Срочная
PO510234;S1062;2025-04-18 12:22:00;RUB;СПб;Срочная
PO510235;S1056;2025-04-18 12:01:00;USD;Новосибирск;Плановая
PO510236;S1029;2025-04-18 15:06:00;RUB;СПб;Аварийная
PO510237;S1072;2025-04-19 16:27:00;RUB;Уфа;Плановая
PO510238;S1029;2025-04-19 14:59:00;RUB;Омск;Плановая
PO510239;S1050;2025-04-19 14:41:00;USD;Екатеринбург;Срочная
PO510240;S1050;2025-04-19 14:03:00;RUB;Уфа;Срочная
PO510241;S1052;2025-04-19 08:40:00;RUB;Самара;Плановая
PO510242;S1098;2025-04-19 12:08:00;RUB;Пермь;Срочная
PO510243;S1102;2025-04-19 18:30:00;RUB;Омск;Срочная
PO510244;S1090;2025-04-19 08:00:00;RUB;Ростов;Аварийная
PO510245;S1002;2025-04-19 15:45:00;USD;Казань;Аварийная
PO510246;S1106;2025-04-20 19:02:00;RUB;Новосибирск;Аварийная
PO510247;S1098;2025-04-20 13:31:00;RUB;Уфа;Аварийная
PO510248;S1038;2025-04-21 15:12:00;RUB;Екатеринбург;Срочная
PO510249;S1011;2025-04-21 16:20:00;RUB;Екатеринбург;Плановая
PO510250;S1059;2025-04-21 09:58:00;RUB;Москва;Срочная
PO510251;S1068;2025-04-21 13:27:00;RUB;Казань;Плановая
PO510252;S1079;2025-04-21 13:44:00;RUB;Новосибирск;Срочная
PO510253;S1104;2025-04-21 16:44:00;RUB;Самара;Плановая
PO510254;S1067;2025-04-21 13:59:00;RUB;Омск;Срочная
PO510255;S1082;2025-04-21 19:13:00;RUB;Тюмень;Аварийная
PO510256;S1007;2025-04-21 13:52:00;RUB;Омск;Аварийная
PO510257;S1025;2025-04-21 18:05:00;RUB;Уфа;Срочная
PO510258;S1060;2025-04-21 15:33:00;CNY;Екатеринбург;Срочная
PO510259;S1047;2025-04-21 12:29:00;USD;Уфа;Плановая
PO510260;S1089;2025-04-21 15:39:00;RUB;Тюмень;Аварийная
PO510261;S1069;2025-04-21 08:32:00;USD;Новосибирск;Аварийная
PO510262;S1001;2025-04-21 11:00:00;RUB;Ростов;Аварийная
PO510263;S1111;2025-04-21 12:26:00;RUB;Челябинск;Срочная
PO510264;S1038;2025-04-21 19:45:00;RUB;Пермь;Срочная
PO510265;S1010;2025-04-21 11:42:00;RUB;Уфа;Аварийная
PO510266;S1128;2025-04-21 18:49:00;RUB;Пермь;Плановая
PO510267;S1053;2025-04-21 16:19:00;RUB;Уфа;Плановая
PO510268;S1023;2025-04-21 10:01:00;RUB;Уфа;Аварийная
PO510269;S1059;2025-04-21 08:14:00;RUB;Екатеринбург;Срочная
PO510270;S1071;2025-04-21 16:14:00;RUB;Тюмень;Плановая
PO510271;S1031;2025-04-21 11:46:00;RUB;СПб;Плановая
PO510272;S1092;2025-04-21 16:50:00;RUB;Екатеринбург;Плановая
PO510273;S1065;2025-04-21 10:44:00;RUB;Ростов;Срочная
PO510274;S1030;2025-04-21 14:04:00;RUB;Екатеринбург;Срочная
PO510275;S1117;2025-04-21 17:48:00;USD;Екатеринбург;Аварийная
PO510276;S1047;2025-04-22 14:57:00;USD;Екатеринбург;Аварийная
PO510277;S1084;2025-04-22 08:28:00;USD;Москва;Аварийная
PO510278;S1045;2025-04-22 14:00:00;CNY;Ростов;Аварийная
PO510279;S1038;2025-04-22 14:58:00;RUB;Омск;Аварийная
PO510280;S1024;2025-04-22 09:17:00;RUB;Новосибирск;Плановая
PO510281;S1051;2025-04-22 19:23:00;RUB;Уфа;Аварийная
PO510282;S1079;2025-04-22 17:20:00;RUB;Казань;Срочная
PO510283;S1127;2025-04-22 19:26:00;RUB;Ростов;Плановая
PO510284;S1122;2025-04-22 11:00:00;USD;Москва;Аварийная
PO510285;S1128;2025-04-22 19:55:00;RUB;Москва;Аварийная
PO510286;S1064;2025-04-22 10:37:00;USD;Тюмень;Аварийная
PO510287;S1018;2025-04-22 16:23:00;RUB;СПб;Плановая
PO510288;S1007;2025-04-22 10:44:00;USD;Самара;Срочная
PO510289;S1078;2025-04-22 08:37:00;RUB;Челябинск;Аварийная
PO510290;S1084;2025-04-22 17:19:00;RUB;Тюмень;Плановая
PO510291;S1119;2025-04-22 14:40:00;USD;Ростов;Плановая
PO510292;S1002;2025-04-22 15:50:00;RUB;Челябинск;Аварийная
PO510293;S1128;2025-04-22 13:46:00;USD;Москва;Плановая
PO510294;S1050;2025-04-22 12:52:00;RUB;Екатеринбург;Плановая
PO510295;S1113;2025-04-22 18:47:00;RUB;Тюмень;Аварийная
PO510296;S1128;2025-04-22 15:56:00;RUB;Новосибирск;Срочная
PO510297;S1119;2025-04-22 09:26:00;RUB;Москва;Плановая
PO510298;S1059;2025-04-22 12:13:00;RUB;Самара;Срочная
PO510299;S1024;2025-04-22 19:05:00;RUB;СПб;Аварийная
PO510300;S1126;2025-04-22 10:03:00;USD;Пермь;Плановая
PO510301;S1099;2025-04-22 09:50:00;CNY;Уфа;Плановая
PO510302;S1067;2025-04-22 10:26:00;RUB;Тюмень;Плановая
PO510303;S1073;2025-04-22 08:48:00;RUB;Екатеринбург;Плановая
PO510304;S1111;2025-04-22 13:13:00;RUB;Пермь;Плановая
PO510305;S1074;2025-04-22 17:31:00;RUB;Омск;Плановая
PO510306;S1091;2025-04-22 19:43:00;RUB;Омск;Плановая
PO510307;S1017;2025-04-22 14:35:00;RUB;СПб;Аварийная
PO510308;S1123;2025-04-22 12:01:00;RUB;Самара;Срочная
PO510309;S1054;2025-04-22 17:52:00;RUB;Новосибирск;Аварийная
PO510310;S1082;2025-04-22 19:59:00;USD;Екатеринбург;Срочная
PO510311;S1034;2025-04-22 15:55:00;USD;Ростов;Аварийная
PO510312;S1025;2025-04-22 10:00:00;RUB;Пермь;Плановая
PO510313;S1026;2025-04-23 18:11:00;RUB;Казань;Плановая
PO510314;S1078;2025-04-23 08:06:00;RUB;Челябинск;Плановая
PO510315;S1047;2025-04-23 16:19:00;RUB;Уфа;Аварийная
PO510316;S1122;2025-04-23 15:31:00;RUB;Уфа;Плановая
PO510317;S1126;2025-04-23 09:03:00;RUB;Новосибирск;Аварийная
PO510318;S1109;2025-04-23 12:20:00;RUB;Пермь;Аварийная
PO510319;S1049;2025-04-23 13:13:00;RUB;Ростов;Аварийная
PO510320;S1055;2025-04-23 17:30:00;RUB;СПб;Плановая
PO510321;S1113;2025-04-23 10:32:00;RUB;Самара;Срочная
PO510322;S1114;2025-04-23 14:28:00;RUB;Москва;Срочная
PO510323;S1021;2025-04-23 13:12:00;USD;Челябинск;Срочная
PO510324;S1039;2025-04-23 19:24:00;RUB;Самара;Аварийная
PO510325;S1098;2025-04-23 09:01:00;RUB;Москва;Срочная
PO510326;S1062;2025-04-23 11:18:00;RUB;Тюмень;Плановая
PO510327;S1009;2025-04-23 14:38:00;RUB;Омск;Плановая
PO510328;S1105;2025-04-23 12:21:00;RUB;Москва;Аварийная
PO510329;S1097;2025-04-23 13:53:00;RUB;Омск;Плановая
PO510330;S1022;2025-04-23 12:02:00;RUB;Новосибирск;Аварийная
PO510331;S1077;2025-04-23 13:57:00;RUB;Казань;Аварийная
PO510332;S1068;2025-04-23 13:40:00;USD;Омск;Срочная
PO510333;S1027;2025-04-23 16:28:00;RUB;Тюмень;Плановая
PO510334;S1052;2025-04-23 10:29:00;RUB;Пермь;Срочная
PO510335;S1119;2025-04-23 17:16:00;USD;Москва;Аварийная
PO510336;S1056;2025-04-23 13:17:00;RUB;Казань;Срочная
PO510337;S1026;2025-04-23 11:11:00;RUB;Казань;Аварийная
PO510338;S1005;2025-04-23 13:31:00;RUB;Самара;Плановая
PO510339;S1031;2025-04-23 16:54:00;RUB;Пермь;Срочная
PO510340;S1114;2025-04-23 18:04:00;RUB;Самара;Плановая
PO510341;S1005;2025-04-23 17:01:00;RUB;Москва;Плановая
PO510342;S1128;2025-04-23 19:30:00;RUB;Москва;Плановая
PO510343;S1025;2025-04-23 18:09:00;RUB;Тюмень;Срочная
