category,rank_in_category,supplier_name,inn,reliability_class,supplier_amount_rub,lines_cnt,share_pct,cum_share_pct,category_amount_rub,suppliers_in_category,suppliers_for_80pct,pct_of_suppliers_for_80pct
Насосы,64,"АО ""ВолгаТех-86""",1944444455,C,64213269.90,36,0.7629,64.7005,8416450524.90,120,86,71.7
Насосы,65,"ПАО ""СибирьОпт-24""",6203036487,B,63838817.87,32,0.7585,65.4590,8416450524.90,120,86,71.7
Насосы,66,"ООО ""СтанкоСервис-118""",1910495631,A,63128602.04,35,0.7501,66.2091,8416450524.90,120,86,71.7
Насосы,67,"ПАО ""ГаммаПром-21""",5510509420,A,63114071.98,35,0.7499,66.9590,8416450524.90,120,86,71.7
Насосы,68,"АО ""ЭпсилонТех-18""",6168600289,C,62903739.54,36,0.7474,67.7064,8416450524.90,120,86,71.7
Насосы,69,"ИП ""ПромСнаб-30""",9330400329,A,62275252.30,39,0.7399,68.4463,8416450524.90,120,86,71.7
Насосы,70,"АО ""МеталлТорг-3 Групп""",9676820827,B,62235643.65,33,0.7395,69.1857,8416450524.90,120,86,71.7
Насосы,71,"ООО ""МеталлТорг-92""",4707533344,A,62142047.48,37,0.7383,69.9241,8416450524.90,120,86,71.7
Насосы,72,"ООО ""СтанкоСервис-87""",9370180664,A,62107711.22,35,0.7379,70.6620,8416450524.90,120,86,71.7
Насосы,73,"АО ""ЭлектроМир-47""",4315494031,C,62007028.69,36,0.7367,71.3988,8416450524.90,120,86,71.7
Насосы,74,"ИП ""ДельтаЛогистик-9 Групп""",7262793677,A,61288388.99,37,0.7282,72.1270,8416450524.90,120,86,71.7
Насосы,75,"ИП ""СтанкоСервис-114""",6505846279,C,60717671.40,32,0.7214,72.8484,8416450524.90,120,86,71.7
Насосы,76,"АО ""ТехКомплект-53""",9971592644,A,60529160.75,34,0.7192,73.5675,8416450524.90,120,86,71.7
Насосы,77,"ПАО ""ЭпсилонТех-72""",1649173005,A,60456208.34,38,0.7183,74.2859,8416450524.90,120,86,71.7
Насосы,78,"ООО ""УралДеталь-42""",4305019545,B,60235105.81,33,0.7157,75.0015,8416450524.90,120,86,71.7
Насосы,79,"ИП ""АльфаСнаб-73""",5550129760,C,60198079.64,39,0.7152,75.7168,8416450524.90,120,86,71.7
Насосы,80,"АО ""ГидроПром-65""",5816509712,A,59683731.78,32,0.7091,76.4259,8416450524.90,120,86,71.7
Насосы,81,"ООО ""Севергруз-20""",9756965410,B,59196967.06,29,0.7033,77.1293,8416450524.90,120,86,71.7
Насосы,82,"ИП ""Севергруз-88""",2941331441,C,58623730.04,34,0.6965,77.8258,8416450524.90,120,86,71.7
Насосы,83,"АО ""УралДеталь-93""",8269858197,A,58378015.37,26,0.6936,78.5194,8416450524.90,120,86,71.7
Насосы,84,"АО ""АльфаСнаб-105""",4695450688,B,57592979.74,39,0.6843,79.2037,8416450524.90,120,86,71.7
Насосы,85,"ПАО ""ЭпсилонТех-16""",3879955568,A,56943962.83,37,0.6766,79.8803,8416450524.90,120,86,71.7
Насосы,86,"ПАО ""ВолгаТех-56""",8238363683,C,56486726.01,31,0.6711,80.5514,8416450524.90,120,86,71.7
Насосы,87,"ПАО ""ЭлектроМир-95""",4893091195,B,56370007.97,33,0.6698,81.2212,8416450524.90,120,86,71.7
Насосы,88,"ПАО ""СибирьОпт-109""",1575720309,B,56081992.63,27,0.6663,81.8875,8416450524.90,120,86,71.7
Насосы,89,"ИП ""УралДеталь-67""",3838939447,B,54966291.58,33,0.6531,82.5406,8416450524.90,120,86,71.7
Насосы,90,"ИП ""Севергруз-120""",6226202468,A,54733611.90,28,0.6503,83.1909,8416450524.90,120,86,71.7
Насосы,91,"ИП ""ПромСнаб-75""",6209425602,C,54361409.83,26,0.6459,83.8368,8416450524.90,120,86,71.7
Насосы,92,"ООО ""СибирьОпт-96""",3940742148,A,54196730.02,39,0.6439,84.4808,8416450524.90,120,86,71.7
Насосы,93,"ИП ""БетаТрейд-28""",7605742304,A,53675739.38,30,0.6377,85.1185,8416450524.90,120,86,71.7
Насосы,94,"ООО ""СтанкоСервис-100""",2616565262,A,53642793.87,28,0.6374,85.7559,8416450524.90,120,86,71.7
Насосы,95,"ИП ""Севергруз-23""",7661401524,A,52482114.99,30,0.6236,86.3794,8416450524.90,120,86,71.7
Насосы,96,"ООО ""ДельтаЛогистик-78""",8663952810,C,52223857.27,31,0.6205,86.9999,8416450524.90,120,86,71.7
Насосы,97,"ПАО ""СтанкоСервис-113""",9062991254,C,52015747.57,24,0.6180,87.6180,8416450524.90,120,86,71.7
Насосы,98,"АО ""ПромСнаб-62""",6943791863,C,51226026.84,34,0.6086,88.2266,8416450524.90,120,86,71.7
Насосы,99,"АО ""ЭпсилонТех-81""",9318288828,B,51006322.42,32,0.6060,88.8326,8416450524.90,120,86,71.7
Насосы,100,"ИП ""УралДеталь-40""",6947562940,A,50619250.16,32,0.6014,89.4341,8416450524.90,120,86,71.7
Насосы,101,"АО ""ВолгаТех-39""",9762292597,A,50234365.96,34,0.5969,90.0309,8416450524.90,120,86,71.7
Насосы,102,"ИП ""Севергруз-5 Групп""",9354187804,A,50105017.98,27,0.5953,90.6262,8416450524.90,120,86,71.7
Насосы,103,"АО ""ЭпсилонТех-55""",8870912118,B,49967420.29,25,0.5937,91.2199,8416450524.90,120,86,71.7
Насосы,104,"ИП ""ТехКомплект-91""",3871944604,C,48401752.44,32,0.5751,91.7950,8416450524.90,120,86,71.7
Насосы,105,"ПАО ""АльфаСнаб-12 Групп""",6224825860,A,48131283.82,28,0.5719,92.3669,8416450524.90,120,86,71.7
Насосы,106,"ИП ""СибирьОпт-103""",4736069149,B,47805375.89,27,0.5680,92.9349,8416450524.90,120,86,71.7
Насосы,107,"ИП ""БетаТрейд-38""",8757438026,B,47603722.09,28,0.5656,93.5005,8416450524.90,120,86,71.7
Насосы,108,"ПАО ""СибирьОпт-63""",5200040610,B,47524357.03,30,0.5647,94.0652,8416450524.90,120,86,71.7
Насосы,109,"ООО ""ДельтаЛогистик-48""",6729556589,B,44755618.09,32,0.5318,94.5969,8416450524.90,120,86,71.7
Насосы,110,"ПАО ""Севергруз-69""",5108515536,B,44690831.56,25,0.5310,95.1279,8416450524.90,120,86,71.7
Насосы,111,"ИП ""ДельтаЛогистик-84""",1328957857,B,44223952.04,25,0.5254,95.6534,8416450524.90,120,86,71.7
Насосы,112,"ПАО ""БетаТрейд-107""",5096320205,A,42976685.99,28,0.5106,96.1640,8416450524.90,120,86,71.7
Насосы,113,"АО ""ВолгаТех-46""",3203403245,C,42577322.75,23,0.5059,96.6699,8416450524.90,120,86,71.7
Насосы,114,"ИП ""ЭлектроМир-77""",3342574841,B,42155779.91,24,0.5009,97.1707,8416450524.90,120,86,71.7
Насосы,115,"ИП ""ТехКомплект-106""",6127484739,C,41002417.10,28,0.4872,97.6579,8416450524.90,120,86,71.7
Насосы,116,"ООО ""МеталлТорг-76""",4790839966,A,40707804.86,26,0.4837,98.1416,8416450524.90,120,86,71.7
Насосы,117,"ООО ""Севергруз-59""",2876376128,B,40601932.17,19,0.4824,98.6240,8416450524.90,120,86,71.7
Насосы,118,"ИП ""БетаТрейд-27""",9604015376,A,39595021.81,26,0.4704,99.0944,8416450524.90,120,86,71.7
Насосы,119,"ПАО ""ЭпсилонТех-31""",3498810138,C,38511633.63,14,0.4576,99.5520,8416450524.90,120,86,71.7
Насосы,120,"ООО ""ТехКомплект-45""",9678016609,C,37704493.85,23,0.4480,100.0000,8416450524.90,120,86,71.7
Не определена,1,"АО ""ТехКомплект-8 Групп""",7408027797,C,84796795.66,45,1.7238,1.7238,4919193650.56,120,82,68.3
Не определена,2,"ООО ""ГаммаПром-22""",5256420704,B,84075497.60,41,1.7091,3.4329,4919193650.56,120,82,68.3
Не определена,3,"АО ""ВолгаТех-1 Групп""",7396573762,B,83768140.88,38,1.7029,5.1358,4919193650.56,120,82,68.3
Не определена,4,"ООО ""ВолгаТех-43""",6824546805,B,82851805.35,42,1.6843,6.8201,4919193650.56,120,82,68.3
Не определена,5,"ИП ""ГидроПром-104""",1171278872,A,80657610.47,32,1.6397,8.4597,4919193650.56,120,82,68.3
Не определена,6,"ООО ""ГидроПром-15 Групп""",3556215410,C,80096739.19,38,1.6282,10.0880,4919193650.56,120,82,68.3
Не определена,7,"АО ""ВолгаТех-86""",1944444455,C,71446966.69,40,1.4524,11.5404,4919193650.56,120,82,68.3
Не определена,8,"ООО ""ЭлектроМир-36""",9692833459,A,70722220.92,42,1.4377,12.9781,4919193650.56,120,82,68.3
Не определена,9,"ООО ""ГидроПром-50""",5386956634,C,69953649.60,45,1.4221,14.4001,4919193650.56,120,82,68.3
Не определена,10,"ИП ""АльфаСнаб-25""",4236183119,C,67068179.61,30,1.3634,15.7635,4919193650.56,120,82,68.3
Не определена,11,"ИП ""Севергруз-116""",6916520012,B,65316532.96,32,1.3278,17.0913,4919193650.56,120,82,68.3
Не определена,12,"ИП ""СибирьОпт-41""",6345050694,C,63798773.76,23,1.2969,18.3882,4919193650.56,120,82,68.3
Не определена,13,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,61181726.21,28,1.2437,19.6320,4919193650.56,120,82,68.3
Не определена,14,"АО ""ВолгаТех-39""",9762292597,A,60874235.91,24,1.2375,20.8695,4919193650.56,120,82,68.3
Не определена,15,"ООО ""ЭпсилонТех-29""",1164438269,A,60517419.07,40,1.2302,22.0997,4919193650.56,120,82,68.3
Не определена,16,"ИП ""ПромСнаб-30""",9330400329,A,59821191.52,27,1.2161,23.3158,4919193650.56,120,82,68.3
Не определена,17,"ООО ""Севергруз-59""",2876376128,B,59545441.43,24,1.2105,24.5262,4919193650.56,120,82,68.3
Не определена,18,"ООО ""БетаТрейд-90""",3281751713,A,59275333.80,24,1.2050,25.7312,4919193650.56,120,82,68.3
Не определена,19,"ИП ""ТехКомплект-91""",3871944604,C,57920196.59,23,1.1774,26.9086,4919193650.56,120,82,68.3
Не определена,20,"ИП ""Севергруз-5 Групп""",9354187804,A,55968396.05,25,1.1378,28.0464,4919193650.56,120,82,68.3
Не определена,21,"ООО ""АльфаСнаб-35""",1175213575,C,55496701.82,26,1.1282,29.1746,4919193650.56,120,82,68.3
Не определена,22,"ИП ""БетаТрейд-27""",9604015376,A,55124434.55,28,1.1206,30.2952,4919193650.56,120,82,68.3
Не определена,23,"ООО ""СтанкоСервис-100""",2616565262,A,54439168.70,21,1.1067,31.4018,4919193650.56,120,82,68.3
Не определена,24,"ИП ""СибирьОпт-80""",2616661404,C,52103597.28,25,1.0592,32.4610,4919193650.56,120,82,68.3
Не определена,25,"ИП ""УралДеталь-40""",6947562940,A,51765867.54,27,1.0523,33.5134,4919193650.56,120,82,68.3
Не определена,26,"ИП ""СтанкоСервис-114""",6505846279,C,50098876.42,24,1.0184,34.5318,4919193650.56,120,82,68.3
Не определена,27,"АО ""МеталлТорг-115""",4054258644,C,49908096.01,25,1.0146,35.5463,4919193650.56,120,82,68.3
Не определена,28,"ООО ""СтанкоСервис-87""",9370180664,A,49720819.69,23,1.0108,36.5571,4919193650.56,120,82,68.3
Не определена,29,"ИП ""УралДеталь-68""",6899330264,C,49246291.30,23,1.0011,37.5582,4919193650.56,120,82,68.3
Не определена,30,"АО ""СтанкоСервис-49""",4544937676,C,48840758.88,24,0.9929,38.5511,4919193650.56,120,82,68.3
Не определена,31,"АО ""УралДеталь-6 Групп""",8563157612,C,48178616.91,29,0.9794,39.5305,4919193650.56,120,82,68.3
Не определена,32,"АО ""ЭлектроМир-99""",5326315150,B,47930333.80,25,0.9744,40.5048,4919193650.56,120,82,68.3
Не определена,33,"ООО ""ЭлектроМир-110""",9439228389,A,47355938.58,24,0.9627,41.4675,4919193650.56,120,82,68.3
Не определена,34,"ИП ""ВолгаТех-64""",3967359575,C,47221431.47,19,0.9599,42.4274,4919193650.56,120,82,68.3
Не определена,35,"ИП ""СтанкоСервис-119""",8333128511,A,46599025.38,22,0.9473,43.3747,4919193650.56,120,82,68.3
Не определена,36,"ООО ""МеталлТорг-76""",4790839966,A,46589079.05,22,0.9471,44.3218,4919193650.56,120,82,68.3
Не определена,37,"ИП ""ТехКомплект-106""",6127484739,C,46437910.34,15,0.9440,45.2658,4919193650.56,120,82,68.3
Не определена,38,"АО ""МеталлТорг-70""",2177052301,A,46218342.19,24,0.9396,46.2054,4919193650.56,120,82,68.3
Не определена,39,"ПАО ""СтанкоСервис-98""",5150285741,C,45017797.77,25,0.9151,47.1205,4919193650.56,120,82,68.3
Не определена,40,"ПАО ""ВолгаТех-56""",8238363683,C,44951274.34,21,0.9138,48.0343,4919193650.56,120,82,68.3
Не определена,41,"ООО ""СибирьОпт-111""",7497322282,A,44945818.58,23,0.9137,48.9480,4919193650.56,120,82,68.3
Не определена,42,"АО ""СтанкоСервис-34""",7614642252,A,44605326.90,20,0.9068,49.8548,4919193650.56,120,82,68.3
Не определена,43,"ПАО ""СтанкоСервис-113""",9062991254,C,44446622.39,28,0.9035,50.7583,4919193650.56,120,82,68.3
Не определена,44,"ИП ""СибирьОпт-103""",4736069149,B,43902635.43,22,0.8925,51.6508,4919193650.56,120,82,68.3
Не определена,45,"АО ""ГидроПром-65""",5816509712,A,43367501.10,19,0.8816,52.5324,4919193650.56,120,82,68.3
Не определена,46,"ПАО ""ЭпсилонТех-72""",1649173005,A,42939868.95,27,0.8729,53.4053,4919193650.56,120,82,68.3
Не определена,47,"ПАО ""Севергруз-69""",5108515536,B,42828546.21,17,0.8706,54.2759,4919193650.56,120,82,68.3
Не определена,48,"АО ""ГидроПром-44""",6939000485,C,42743362.64,20,0.8689,55.1448,4919193650.56,120,82,68.3
Не определена,49,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,42586327.47,23,0.8657,56.0105,4919193650.56,120,82,68.3
Не определена,50,"ИП ""Севергруз-120""",6226202468,A,42529084.48,17,0.8646,56.8751,4919193650.56,120,82,68.3
Не определена,51,"ПАО ""ГидроПром-82""",5486176086,C,42263421.45,19,0.8592,57.7343,4919193650.56,120,82,68.3
Не определена,52,"ИП ""УралДеталь-67""",3838939447,B,41959945.89,18,0.8530,58.5872,4919193650.56,120,82,68.3
Не определена,53,"ПАО ""ЭлектроМир-95""",4893091195,B,41113135.52,19,0.8358,59.4230,4919193650.56,120,82,68.3
Не определена,54,"ООО ""Севергруз-20""",9756965410,B,40376468.55,24,0.8208,60.2438,4919193650.56,120,82,68.3
Не определена,55,"ООО ""СибирьОпт-54""",8681026443,A,39983551.50,18,0.8128,61.0566,4919193650.56,120,82,68.3
Не определена,56,"ПАО ""Севергруз-32""",4848744976,A,39691818.47,24,0.8069,61.8635,4919193650.56,120,82,68.3
Не определена,57,"ИП ""ЭпсилонТех-51""",2183066432,A,39382286.13,23,0.8006,62.6641,4919193650.56,120,82,68.3
Не определена,58,"ПАО ""ГаммаПром-21""",5510509420,A,39226855.63,19,0.7974,63.4615,4919193650.56,120,82,68.3
Не определена,59,"ПАО ""ЭпсилонТех-16""",3879955568,A,38216784.97,23,0.7769,64.2384,4919193650.56,120,82,68.3
Не определена,60,"ПАО ""АльфаСнаб-89""",2477900690,B,37955660.21,22,0.7716,65.0100,4919193650.56,120,82,68.3
Не определена,61,"ИП ""ТехКомплект-37""",6425784015,A,37904666.46,15,0.7705,65.7805,4919193650.56,120,82,68.3
Не определена,62,"ПАО ""ЭпсилонТех-31""",3498810138,C,37800245.54,17,0.7684,66.5489,4919193650.56,120,82,68.3
Не определена,63,"ООО ""УралДеталь-42""",4305019545,B,37399262.49,19,0.7603,67.3092,4919193650.56,120,82,68.3
Не определена,64,"ПАО ""УралДеталь-52""",8347640543,C,37236932.73,20,0.7570,68.0662,4919193650.56,120,82,68.3
Не определена,65,"ИП ""БетаТрейд-38""",8757438026,B,36446119.21,16,0.7409,68.8071,4919193650.56,120,82,68.3
Не определена,66,"ООО ""БетаТрейд-117""",6534526717,A,35776659.89,20,0.7273,69.5344,4919193650.56,120,82,68.3
Не определена,67,"ООО ""МеталлТорг-92""",4707533344,A,35748652.54,17,0.7267,70.2611,4919193650.56,120,82,68.3
Не определена,68,"ИП ""ДельтаЛогистик-9 Групп""",7262793677,A,35515598.65,14,0.7220,70.9831,4919193650.56,120,82,68.3
Не определена,69,"АО ""ВолгаТех-66""",5944124879,A,35219106.69,16,0.7160,71.6990,4919193650.56,120,82,68.3
Не определена,70,"ООО ""СибирьОпт-102""",4129682292,C,35053022.03,23,0.7126,72.4116,4919193650.56,120,82,68.3
Не определена,71,"ООО ""ВолгаТех-97""",3478634414,A,35003306.26,21,0.7116,73.1232,4919193650.56,120,82,68.3
Не определена,72,"ИП ""Севергруз-88""",2941331441,C,34670244.04,21,0.7048,73.8280,4919193650.56,120,82,68.3
Не определена,73,"АО ""ВолгаТех-46""",3203403245,C,34428503.76,16,0.6999,74.5278,4919193650.56,120,82,68.3
Не определена,74,"ИП ""АльфаСнаб-19""",6251468548,C,33620499.46,19,0.6835,75.2113,4919193650.56,120,82,68.3
Не определена,75,"АО ""ТехКомплект-53""",9971592644,A,33533127.33,14,0.6817,75.8930,4919193650.56,120,82,68.3
Не определена,76,"АО ""ЭпсилонТех-55""",8870912118,B,33284850.85,21,0.6766,76.5696,4919193650.56,120,82,68.3
Не определена,77,"ООО ""СибирьОпт-96""",3940742148,A,33130594.94,17,0.6735,77.2431,4919193650.56,120,82,68.3
Не определена,78,"ООО ""ГидроПром-17""",4885347209,B,32584608.20,19,0.6624,77.9055,4919193650.56,120,82,68.3
Не определена,79,"ИП ""УралДеталь-108""",7199635800,A,32427955.88,18,0.6592,78.5647,4919193650.56,120,82,68.3
Не определена,80,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,31995815.72,18,0.6504,79.2151,4919193650.56,120,82,68.3
Не определена,81,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,31872287.15,16,0.6479,79.8631,4919193650.56,120,82,68.3
Не определена,82,"ООО ""ЭпсилонТех-60""",8376759633,B,31870052.24,20,0.6479,80.5109,4919193650.56,120,82,68.3
Не определена,83,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,31697515.31,18,0.6444,81.1553,4919193650.56,120,82,68.3
Не определена,84,"ООО ""ДельтаЛогистик-78""",8663952810,C,31596298.51,20,0.6423,81.7976,4919193650.56,120,82,68.3
Не определена,85,"АО ""ЭлектроМир-101""",5660908709,B,31572130.38,23,0.6418,82.4394,4919193650.56,120,82,68.3
Не определена,86,"ПАО ""ЭлектроМир-83""",9385317786,C,31529831.53,21,0.6410,83.0804,4919193650.56,120,82,68.3
Не определена,87,"ПАО ""ЭпсилонТех-79""",5889752316,B,31476340.84,17,0.6399,83.7202,4919193650.56,120,82,68.3
Не определена,88,"АО ""ЭпсилонТех-18""",6168600289,C,31430004.40,20,0.6389,84.3592,4919193650.56,120,82,68.3
Не определена,89,"ООО ""ТехКомплект-45""",9678016609,C,30804580.21,10,0.6262,84.9854,4919193650.56,120,82,68.3
Не определена,90,"АО ""МеталлТорг-3 Групп""",9676820827,B,29960403.74,14,0.6091,85.5944,4919193650.56,120,82,68.3
Не определена,91,"ООО ""ДельтаЛогистик-48""",6729556589,B,29689686.13,25,0.6035,86.1980,4919193650.56,120,82,68.3
Не определена,92,"ООО ""ПромСнаб-85""",1381538527,B,29632825.25,15,0.6024,86.8004,4919193650.56,120,82,68.3
Не определена,93,"ИП ""ЭлектроМир-77""",3342574841,B,28894135.01,19,0.5874,87.3877,4919193650.56,120,82,68.3
Не определена,94,"АО ""ПромСнаб-62""",6943791863,C,28195992.58,20,0.5732,87.9609,4919193650.56,120,82,68.3
Не определена,95,"АО ""ЭпсилонТех-81""",9318288828,B,28023946.74,20,0.5697,88.5306,4919193650.56,120,82,68.3
Не определена,96,"ИП ""АльфаСнаб-73""",5550129760,C,27978742.63,22,0.5688,89.0994,4919193650.56,120,82,68.3
Не определена,97,"АО ""АльфаСнаб-105""",4695450688,B,26761115.69,18,0.5440,89.6434,4919193650.56,120,82,68.3
Не определена,98,"АО ""ЭлектроМир-47""",4315494031,C,26669578.45,15,0.5422,90.1855,4919193650.56,120,82,68.3
Не определена,99,"ИП ""ПромСнаб-61""",2248071481,C,26487595.83,18,0.5385,90.7240,4919193650.56,120,82,68.3
Не определена,100,"ПАО ""ЭлектроМир-57""",7893336702,C,26381575.29,16,0.5363,91.2603,4919193650.56,120,82,68.3
Не определена,101,"ИП ""Севергруз-23""",7661401524,A,25991828.58,16,0.5284,91.7887,4919193650.56,120,82,68.3
Не определена,102,"АО ""ГаммаПром-33""",9026027108,C,25010087.56,19,0.5084,92.2971,4919193650.56,120,82,68.3
Не определена,103,"ИП ""ПромСнаб-75""",6209425602,C,24889599.75,16,0.5060,92.8031,4919193650.56,120,82,68.3
Не определена,104,"ПАО ""СибирьОпт-109""",1575720309,B,24510090.79,14,0.4983,93.3013,4919193650.56,120,82,68.3
Не определена,105,"ИП ""БетаТрейд-28""",7605742304,A,24428727.13,12,0.4966,93.7979,4919193650.56,120,82,68.3
Не определена,106,"ИП ""ДельтаЛогистик-84""",1328957857,B,24059967.95,13,0.4891,94.2870,4919193650.56,120,82,68.3
Не определена,107,"ИП ""ЭлектроМир-26""",3430420654,B,23845333.64,15,0.4847,94.7718,4919193650.56,120,82,68.3
Не определена,108,"ИП ""ГаммаПром-71""",6451166226,A,23641717.36,12,0.4806,95.2524,4919193650.56,120,82,68.3
Не определена,109,"ПАО ""СибирьОпт-63""",5200040610,B,22356943.30,14,0.4545,95.7068,4919193650.56,120,82,68.3
Не определена,110,"ООО ""СтанкоСервис-118""",1910495631,A,22209115.46,15,0.4515,96.1583,4919193650.56,120,82,68.3
Не определена,111,"ПАО ""Севергруз-58""",6703117816,B,22158641.32,15,0.4505,96.6088,4919193650.56,120,82,68.3
Не определена,112,"ПАО ""ТехКомплект-94""",5862834378,C,22108871.34,17,0.4494,97.0582,4919193650.56,120,82,68.3
Не определена,113,"ПАО ""АльфаСнаб-12 Групп""",6224825860,A,22020800.68,13,0.4477,97.5059,4919193650.56,120,82,68.3
Не определена,114,"АО ""УралДеталь-93""",8269858197,A,20949299.02,13,0.4259,97.9317,4919193650.56,120,82,68.3
Не определена,115,"ПАО ""УралДеталь-112""",9583012527,A,20088392.40,13,0.4084,98.3401,4919193650.56,120,82,68.3
Не определена,116,"ООО ""ПромСнаб-11 Групп""",1268657293,A,19857323.95,20,0.4037,98.7438,4919193650.56,120,82,68.3
Не определена,117,"ПАО ""СибирьОпт-24""",6203036487,B,17216210.68,13,0.3500,99.0938,4919193650.56,120,82,68.3
Не определена,118,"ПАО ""ГидроПром-10 Групп""",4025236040,A,15968376.67,8,0.3246,99.4184,4919193650.56,120,82,68.3
Не определена,119,"ПАО ""БетаТрейд-107""",5096320205,A,15514285.33,17,0.3154,99.7337,4919193650.56,120,82,68.3
Не определена,120,"ООО ""ЭлектроМир-74""",3183881606,B,13097389.30,10,0.2663,100.0000,4919193650.56,120,82,68.3
Подшипники,1,"ООО ""ЭлектроМир-36""",9692833459,A,223103775.58,113,1.9203,1.9203,11618266026.71,120,87,72.5
Подшипники,2,"АО ""ВолгаТех-1 Групп""",7396573762,B,207264300.27,98,1.7840,3.7042,11618266026.71,120,87,72.5
Подшипники,3,"ООО ""ГидроПром-50""",5386956634,C,182404441.39,116,1.5700,5.2742,11618266026.71,120,87,72.5
Подшипники,4,"АО ""ТехКомплект-8 Групп""",7408027797,C,181110399.52,86,1.5588,6.8331,11618266026.71,120,87,72.5
Подшипники,5,"ООО ""ЭпсилонТех-29""",1164438269,A,178260496.33,90,1.5343,8.3674,11618266026.71,120,87,72.5
Подшипники,6,"ООО ""ГидроПром-15 Групп""",3556215410,C,168353583.43,96,1.4490,9.8164,11618266026.71,120,87,72.5
Подшипники,7,"ООО ""ВолгаТех-43""",6824546805,B,163893615.02,95,1.4107,11.2271,11618266026.71,120,87,72.5
Подшипники,8,"ООО ""СтанкоСервис-87""",9370180664,A,156472828.14,63,1.3468,12.5739,11618266026.71,120,87,72.5
Подшипники,9,"ИП ""ВолгаТех-64""",3967359575,C,135686109.45,64,1.1679,13.7417,11618266026.71,120,87,72.5
Подшипники,10,"ООО ""ПромСнаб-11 Групп""",1268657293,A,133985545.81,57,1.1532,14.8950,11618266026.71,120,87,72.5
Подшипники,11,"ООО ""СтанкоСервис-118""",1910495631,A,131731014.34,62,1.1338,16.0288,11618266026.71,120,87,72.5
Подшипники,12,"ООО ""ГаммаПром-22""",5256420704,B,131072447.61,78,1.1282,17.1569,11618266026.71,120,87,72.5
Подшипники,13,"ООО ""СибирьОпт-111""",7497322282,A,130602478.88,65,1.1241,18.2811,11618266026.71,120,87,72.5
Подшипники,14,"ПАО ""ЭлектроМир-95""",4893091195,B,128269427.28,56,1.1040,19.3851,11618266026.71,120,87,72.5
Подшипники,15,"ООО ""СибирьОпт-96""",3940742148,A,125824598.69,60,1.0830,20.4681,11618266026.71,120,87,72.5
Подшипники,16,"ИП ""ЭпсилонТех-51""",2183066432,A,124318748.63,60,1.0700,21.5381,11618266026.71,120,87,72.5
Подшипники,17,"ИП ""ПромСнаб-30""",9330400329,A,124237907.23,64,1.0693,22.6074,11618266026.71,120,87,72.5
Подшипники,18,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,123246535.94,52,1.0608,23.6682,11618266026.71,120,87,72.5
Подшипники,19,"ИП ""УралДеталь-108""",7199635800,A,122397181.76,56,1.0535,24.7217,11618266026.71,120,87,72.5
Подшипники,20,"ПАО ""ЭлектроМир-57""",7893336702,C,114394265.00,66,0.9846,25.7063,11618266026.71,120,87,72.5
Подшипники,21,"ИП ""ГидроПром-104""",1171278872,A,113908386.17,59,0.9804,26.6868,11618266026.71,120,87,72.5
Подшипники,22,"АО ""ЭпсилонТех-18""",6168600289,C,112466440.38,63,0.9680,27.6548,11618266026.71,120,87,72.5
Подшипники,23,"АО ""СтанкоСервис-49""",4544937676,C,112400794.81,55,0.9674,28.6222,11618266026.71,120,87,72.5
Подшипники,24,"ИП ""ДельтаЛогистик-9 Групп""",7262793677,A,111402004.17,58,0.9589,29.5811,11618266026.71,120,87,72.5
Подшипники,25,"ПАО ""СтанкоСервис-113""",9062991254,C,109437489.27,54,0.9419,30.5230,11618266026.71,120,87,72.5
Подшипники,26,"ПАО ""ЭпсилонТех-16""",3879955568,A,109306734.78,54,0.9408,31.4638,11618266026.71,120,87,72.5
Подшипники,27,"ПАО ""УралДеталь-52""",8347640543,C,108383041.09,53,0.9329,32.3967,11618266026.71,120,87,72.5
Подшипники,28,"ИП ""СтанкоСервис-119""",8333128511,A,107465762.73,59,0.9250,33.3217,11618266026.71,120,87,72.5
Подшипники,29,"ПАО ""ГидроПром-10 Групп""",4025236040,A,107263122.44,55,0.9232,34.2449,11618266026.71,120,87,72.5
Подшипники,30,"ООО ""ГидроПром-17""",4885347209,B,106852412.99,48,0.9197,35.1646,11618266026.71,120,87,72.5
Подшипники,31,"ООО ""Севергруз-59""",2876376128,B,106562970.89,54,0.9172,36.0818,11618266026.71,120,87,72.5
Подшипники,32,"ПАО ""СибирьОпт-109""",1575720309,B,105813228.34,50,0.9107,36.9925,11618266026.71,120,87,72.5
Подшипники,33,"ПАО ""СтанкоСервис-98""",5150285741,C,105675116.61,47,0.9096,37.9021,11618266026.71,120,87,72.5
Подшипники,34,"ИП ""Севергруз-23""",7661401524,A,105311251.43,52,0.9064,38.8085,11618266026.71,120,87,72.5
Подшипники,35,"ПАО ""УралДеталь-112""",9583012527,A,104130524.27,62,0.8963,39.7048,11618266026.71,120,87,72.5
Подшипники,36,"ООО ""ПромСнаб-85""",1381538527,B,103914551.06,43,0.8944,40.5992,11618266026.71,120,87,72.5
