golden_supplier_id,supplier_name,inn,reliability_class,has_attr_conflict,year_month,lines_month,otif_month_pct,on_time_month_pct,in_full_month_pct,otif_prev_month_pct,mom_delta_pp,lines_period,otif_period_pct,on_time_period_pct,in_full_period_pct,rank_in_class,suppliers_in_class
59,"ООО ""Севергруз-59""",2876376128,B,f,202604,12,33.33,41.67,75.00,66.67,-33.34,68,45.59,51.47,82.35,19,35
59,"ООО ""Севергруз-59""",2876376128,B,f,202605,12,33.33,41.67,83.33,33.33,0.00,68,45.59,51.47,82.35,19,35
59,"ООО ""Севергруз-59""",2876376128,B,f,202606,10,70.00,70.00,100.00,33.33,36.67,68,45.59,51.47,82.35,19,35
59,"ООО ""Севергруз-59""",2876376128,B,f,202607,20,50.00,50.00,85.00,70.00,-20.00,68,45.59,51.47,82.35,19,35
48,"ООО ""ДельтаЛогистик-48""",6729556589,B,f,202602,12,25.00,33.33,58.33,,,97,45.36,52.58,77.32,20,35
48,"ООО ""ДельтаЛогистик-48""",6729556589,B,f,202603,18,38.89,38.89,72.22,25.00,13.89,97,45.36,52.58,77.32,20,35
48,"ООО ""ДельтаЛогистик-48""",6729556589,B,f,202604,20,50.00,50.00,85.00,38.89,11.11,97,45.36,52.58,77.32,20,35
48,"ООО ""ДельтаЛогистик-48""",6729556589,B,f,202605,28,53.57,64.29,85.71,50.00,3.57,97,45.36,52.58,77.32,20,35
48,"ООО ""ДельтаЛогистик-48""",6729556589,B,f,202606,13,46.15,69.23,69.23,53.57,-7.42,97,45.36,52.58,77.32,20,35
48,"ООО ""ДельтаЛогистик-48""",6729556589,B,f,202607,6,50.00,50.00,83.33,46.15,3.85,97,45.36,52.58,77.32,20,35
105,"АО ""АльфаСнаб-105""",4695450688,B,f,202602,9,44.44,44.44,88.89,,,72,44.44,51.39,76.39,21,35
105,"АО ""АльфаСнаб-105""",4695450688,B,f,202603,10,30.00,50.00,50.00,44.44,-14.44,72,44.44,51.39,76.39,21,35
105,"АО ""АльфаСнаб-105""",4695450688,B,f,202604,24,37.50,45.83,75.00,30.00,7.50,72,44.44,51.39,76.39,21,35
105,"АО ""АльфаСнаб-105""",4695450688,B,f,202605,14,50.00,50.00,85.71,37.50,12.50,72,44.44,51.39,76.39,21,35
105,"АО ""АльфаСнаб-105""",4695450688,B,f,202606,8,50.00,50.00,75.00,50.00,0.00,72,44.44,51.39,76.39,21,35
105,"АО ""АльфаСнаб-105""",4695450688,B,f,202607,7,71.43,85.71,85.71,50.00,21.43,72,44.44,51.39,76.39,21,35
22,"ООО ""ГаммаПром-22""",5256420704,B,f,202602,22,31.82,31.82,86.36,,,138,43.48,47.10,86.96,22,35
22,"ООО ""ГаммаПром-22""",5256420704,B,f,202603,26,46.15,53.85,84.62,31.82,14.33,138,43.48,47.10,86.96,22,35
22,"ООО ""ГаммаПром-22""",5256420704,B,f,202604,24,41.67,45.83,95.83,46.15,-4.48,138,43.48,47.10,86.96,22,35
22,"ООО ""ГаммаПром-22""",5256420704,B,f,202605,30,36.67,36.67,86.67,41.67,-5.00,138,43.48,47.10,86.96,22,35
22,"ООО ""ГаммаПром-22""",5256420704,B,f,202606,23,60.87,60.87,91.30,36.67,24.20,138,43.48,47.10,86.96,22,35
22,"ООО ""ГаммаПром-22""",5256420704,B,f,202607,13,46.15,61.54,69.23,60.87,-14.72,138,43.48,47.10,86.96,22,35
55,"АО ""ЭпсилонТех-55""",8870912118,B,f,202602,18,44.44,55.56,77.78,,,70,42.86,50.00,82.86,23,35
55,"АО ""ЭпсилонТех-55""",8870912118,B,f,202603,19,42.11,47.37,78.95,44.44,-2.33,70,42.86,50.00,82.86,23,35
55,"АО ""ЭпсилонТех-55""",8870912118,B,f,202604,12,33.33,33.33,91.67,42.11,-8.78,70,42.86,50.00,82.86,23,35
55,"АО ""ЭпсилонТех-55""",8870912118,B,f,202605,3,33.33,66.67,66.67,33.33,0.00,70,42.86,50.00,82.86,23,35
55,"АО ""ЭпсилонТех-55""",8870912118,B,f,202606,10,50.00,50.00,100.00,33.33,16.67,70,42.86,50.00,82.86,23,35
55,"АО ""ЭпсилонТех-55""",8870912118,B,f,202607,8,50.00,62.50,75.00,50.00,0.00,70,42.86,50.00,82.86,23,35
20,"ООО ""Севергруз-20""",9756965410,B,f,202602,6,66.67,66.67,83.33,,,79,41.77,48.10,81.01,24,35
20,"ООО ""Севергруз-20""",9756965410,B,f,202603,17,47.06,58.82,82.35,66.67,-19.61,79,41.77,48.10,81.01,24,35
20,"ООО ""Севергруз-20""",9756965410,B,f,202604,9,33.33,33.33,88.89,47.06,-13.73,79,41.77,48.10,81.01,24,35
20,"ООО ""Севергруз-20""",9756965410,B,f,202605,14,35.71,35.71,78.57,33.33,2.38,79,41.77,48.10,81.01,24,35
20,"ООО ""Севергруз-20""",9756965410,B,f,202606,14,35.71,50.00,71.43,35.71,0.00,79,41.77,48.10,81.01,24,35
20,"ООО ""Севергруз-20""",9756965410,B,f,202607,19,42.11,47.37,84.21,35.71,6.40,79,41.77,48.10,81.01,24,35
103,"ИП ""СибирьОпт-103""",4736069149,B,f,202602,20,45.00,55.00,80.00,,,104,41.35,53.85,77.88,25,35
103,"ИП ""СибирьОпт-103""",4736069149,B,f,202603,15,26.67,40.00,66.67,45.00,-18.33,104,41.35,53.85,77.88,25,35
103,"ИП ""СибирьОпт-103""",4736069149,B,f,202604,15,26.67,46.67,73.33,26.67,0.00,104,41.35,53.85,77.88,25,35
103,"ИП ""СибирьОпт-103""",4736069149,B,f,202605,16,56.25,62.50,87.50,26.67,29.58,104,41.35,53.85,77.88,25,35
103,"ИП ""СибирьОпт-103""",4736069149,B,f,202606,14,28.57,35.71,78.57,56.25,-27.68,104,41.35,53.85,77.88,25,35
103,"ИП ""СибирьОпт-103""",4736069149,B,f,202607,24,54.17,70.83,79.17,28.57,25.60,104,41.35,53.85,77.88,25,35
43,"ООО ""ВолгаТех-43""",6824546805,B,t,202602,31,41.94,45.16,77.42,,,169,40.83,46.75,81.66,26,35
43,"ООО ""ВолгаТех-43""",6824546805,B,t,202603,21,33.33,38.10,76.19,41.94,-8.61,169,40.83,46.75,81.66,26,35
43,"ООО ""ВолгаТех-43""",6824546805,B,t,202604,32,37.50,43.75,81.25,33.33,4.17,169,40.83,46.75,81.66,26,35
43,"ООО ""ВолгаТех-43""",6824546805,B,t,202605,27,37.04,48.15,81.48,37.50,-0.46,169,40.83,46.75,81.66,26,35
43,"ООО ""ВолгаТех-43""",6824546805,B,t,202606,37,45.95,51.35,86.49,37.04,8.91,169,40.83,46.75,81.66,26,35
43,"ООО ""ВолгаТех-43""",6824546805,B,t,202607,21,47.62,52.38,85.71,45.95,1.67,169,40.83,46.75,81.66,26,35
60,"ООО ""ЭпсилонТех-60""",8376759633,B,f,202602,7,71.43,71.43,85.71,,,62,40.32,50.00,74.19,27,35
60,"ООО ""ЭпсилонТех-60""",8376759633,B,f,202603,3,33.33,33.33,100.00,71.43,-38.10,62,40.32,50.00,74.19,27,35
60,"ООО ""ЭпсилонТех-60""",8376759633,B,f,202604,6,33.33,50.00,50.00,33.33,0.00,62,40.32,50.00,74.19,27,35
60,"ООО ""ЭпсилонТех-60""",8376759633,B,f,202605,13,23.08,23.08,84.62,33.33,-10.25,62,40.32,50.00,74.19,27,35
60,"ООО ""ЭпсилонТех-60""",8376759633,B,f,202606,16,37.50,62.50,56.25,23.08,14.42,62,40.32,50.00,74.19,27,35
60,"ООО ""ЭпсилонТех-60""",8376759633,B,f,202607,17,47.06,52.94,82.35,37.50,9.56,62,40.32,50.00,74.19,27,35
58,"ПАО ""Севергруз-58""",6703117816,B,f,202602,13,38.46,46.15,61.54,,,95,40.00,44.21,74.74,28,35
58,"ПАО ""Севергруз-58""",6703117816,B,f,202603,21,33.33,38.10,76.19,38.46,-5.13,95,40.00,44.21,74.74,28,35
58,"ПАО ""Севергруз-58""",6703117816,B,f,202604,13,30.77,30.77,69.23,33.33,-2.56,95,40.00,44.21,74.74,28,35
58,"ПАО ""Севергруз-58""",6703117816,B,f,202605,13,53.85,53.85,100.00,30.77,23.08,95,40.00,44.21,74.74,28,35
58,"ПАО ""Севергруз-58""",6703117816,B,f,202606,16,43.75,56.25,62.50,53.85,-10.10,95,40.00,44.21,74.74,28,35
58,"ПАО ""Севергруз-58""",6703117816,B,f,202607,19,42.11,42.11,78.95,43.75,-1.64,95,40.00,44.21,74.74,28,35
81,"АО ""ЭпсилонТех-81""",9318288828,B,f,202602,7,28.57,28.57,71.43,,,45,40.00,48.89,77.78,28,35
81,"АО ""ЭпсилонТех-81""",9318288828,B,f,202603,15,46.67,46.67,86.67,28.57,18.10,45,40.00,48.89,77.78,28,35
81,"АО ""ЭпсилонТех-81""",9318288828,B,f,202604,8,37.50,75.00,50.00,46.67,-9.17,45,40.00,48.89,77.78,28,35
81,"АО ""ЭпсилонТех-81""",9318288828,B,f,202605,4,25.00,25.00,75.00,37.50,-12.50,45,40.00,48.89,77.78,28,35
81,"АО ""ЭпсилонТех-81""",9318288828,B,f,202606,5,80.00,80.00,100.00,25.00,55.00,45,40.00,48.89,77.78,28,35
81,"АО ""ЭпсилонТех-81""",9318288828,B,f,202607,6,16.67,33.33,83.33,80.00,-63.33,45,40.00,48.89,77.78,28,35
101,"АО ""ЭлектроМир-101""",5660908709,B,f,202602,12,33.33,41.67,75.00,,,73,39.73,47.95,82.19,30,35
101,"АО ""ЭлектроМир-101""",5660908709,B,f,202603,19,47.37,57.89,78.95,33.33,14.04,73,39.73,47.95,82.19,30,35
101,"АО ""ЭлектроМир-101""",5660908709,B,f,202604,6,33.33,50.00,83.33,47.37,-14.04,73,39.73,47.95,82.19,30,35
101,"АО ""ЭлектроМир-101""",5660908709,B,f,202605,13,30.77,38.46,84.62,33.33,-2.56,73,39.73,47.95,82.19,30,35
101,"АО ""ЭлектроМир-101""",5660908709,B,f,202606,13,38.46,38.46,92.31,30.77,7.69,73,39.73,47.95,82.19,30,35
101,"АО ""ЭлектроМир-101""",5660908709,B,f,202607,10,50.00,60.00,80.00,38.46,11.54,73,39.73,47.95,82.19,30,35
14,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,f,202602,12,16.67,33.33,41.67,,,82,39.02,47.56,70.73,31,35
14,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,f,202603,16,37.50,50.00,75.00,16.67,20.83,82,39.02,47.56,70.73,31,35
14,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,f,202604,16,43.75,50.00,75.00,37.50,6.25,82,39.02,47.56,70.73,31,35
14,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,f,202605,11,27.27,27.27,81.82,43.75,-16.48,82,39.02,47.56,70.73,31,35
14,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,f,202606,14,42.86,50.00,71.43,27.27,15.59,82,39.02,47.56,70.73,31,35
14,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,f,202607,13,61.54,69.23,76.92,42.86,18.68,82,39.02,47.56,70.73,31,35
74,"ООО ""ЭлектроМир-74""",3183881606,B,f,202602,8,37.50,37.50,62.50,,,71,38.03,43.66,74.65,32,35
74,"ООО ""ЭлектроМир-74""",3183881606,B,f,202603,9,22.22,44.44,55.56,37.50,-15.28,71,38.03,43.66,74.65,32,35
74,"ООО ""ЭлектроМир-74""",3183881606,B,f,202604,11,36.36,45.45,81.82,22.22,14.14,71,38.03,43.66,74.65,32,35
74,"ООО ""ЭлектроМир-74""",3183881606,B,f,202605,11,36.36,36.36,81.82,36.36,0.00,71,38.03,43.66,74.65,32,35
74,"ООО ""ЭлектроМир-74""",3183881606,B,f,202606,19,47.37,52.63,84.21,36.36,11.01,71,38.03,43.66,74.65,32,35
74,"ООО ""ЭлектроМир-74""",3183881606,B,f,202607,13,38.46,38.46,69.23,47.37,-8.91,71,38.03,43.66,74.65,32,35
3,"АО ""МеталлТорг-3 Групп""",9676820827,B,f,202602,8,37.50,37.50,87.50,,,64,37.50,43.75,87.50,33,35
3,"АО ""МеталлТорг-3 Групп""",9676820827,B,f,202603,15,26.67,26.67,86.67,37.50,-10.83,64,37.50,43.75,87.50,33,35
3,"АО ""МеталлТорг-3 Групп""",9676820827,B,f,202604,3,33.33,33.33,100.00,26.67,6.66,64,37.50,43.75,87.50,33,35
3,"АО ""МеталлТорг-3 Групп""",9676820827,B,f,202605,12,25.00,41.67,83.33,33.33,-8.33,64,37.50,43.75,87.50,33,35
3,"АО ""МеталлТорг-3 Групп""",9676820827,B,f,202606,11,54.55,63.64,90.91,25.00,29.55,64,37.50,43.75,87.50,33,35
3,"АО ""МеталлТорг-3 Групп""",9676820827,B,f,202607,15,46.67,53.33,86.67,54.55,-7.88,64,37.50,43.75,87.50,33,35
89,"ПАО ""АльфаСнаб-89""",2477900690,B,f,202602,13,23.08,46.15,61.54,,,51,37.25,45.10,74.51,34,35
89,"ПАО ""АльфаСнаб-89""",2477900690,B,f,202603,1,100.00,100.00,100.00,23.08,76.92,51,37.25,45.10,74.51,34,35
89,"ПАО ""АльфаСнаб-89""",2477900690,B,f,202604,7,28.57,28.57,57.14,100.00,-71.43,51,37.25,45.10,74.51,34,35
89,"ПАО ""АльфаСнаб-89""",2477900690,B,f,202605,12,41.67,41.67,100.00,28.57,13.10,51,37.25,45.10,74.51,34,35
89,"ПАО ""АльфаСнаб-89""",2477900690,B,f,202606,13,30.77,38.46,61.54,41.67,-10.90,51,37.25,45.10,74.51,34,35
89,"ПАО ""АльфаСнаб-89""",2477900690,B,f,202607,5,80.00,80.00,100.00,30.77,49.23,51,37.25,45.10,74.51,34,35
99,"АО ""ЭлектроМир-99""",5326315150,B,f,202602,23,47.83,56.52,60.87,,,100,36.00,42.00,70.00,35,35
99,"АО ""ЭлектроМир-99""",5326315150,B,f,202603,31,35.48,41.94,67.74,47.83,-12.35,100,36.00,42.00,70.00,35,35
99,"АО ""ЭлектроМир-99""",5326315150,B,f,202604,7,28.57,28.57,57.14,35.48,-6.91,100,36.00,42.00,70.00,35,35
99,"АО ""ЭлектроМир-99""",5326315150,B,f,202605,19,36.84,36.84,89.47,28.57,8.27,100,36.00,42.00,70.00,35,35
99,"АО ""ЭлектроМир-99""",5326315150,B,f,202606,12,33.33,33.33,91.67,36.84,-3.51,100,36.00,42.00,70.00,35,35
99,"АО ""ЭлектроМир-99""",5326315150,B,f,202607,8,12.50,37.50,37.50,33.33,-20.83,100,36.00,42.00,70.00,35,35
106,"ИП ""ТехКомплект-106""",6127484739,C,f,202602,8,25.00,25.00,87.50,,,64,60.94,64.06,79.69,1,39
106,"ИП ""ТехКомплект-106""",6127484739,C,f,202603,10,90.00,90.00,90.00,25.00,65.00,64,60.94,64.06,79.69,1,39
106,"ИП ""ТехКомплект-106""",6127484739,C,f,202604,14,64.29,64.29,78.57,90.00,-25.71,64,60.94,64.06,79.69,1,39
106,"ИП ""ТехКомплект-106""",6127484739,C,f,202605,14,64.29,64.29,78.57,64.29,0.00,64,60.94,64.06,79.69,1,39
106,"ИП ""ТехКомплект-106""",6127484739,C,f,202606,10,70.00,80.00,80.00,64.29,5.71,64,60.94,64.06,79.69,1,39
106,"ИП ""ТехКомплект-106""",6127484739,C,f,202607,8,37.50,50.00,62.50,70.00,-32.50,64,60.94,64.06,79.69,1,39
50,"ООО ""ГидроПром-50""",5386956634,C,t,202602,18,44.44,44.44,77.78,,,189,56.61,59.26,82.01,2,39
50,"ООО ""ГидроПром-50""",5386956634,C,t,202603,31,54.84,64.52,77.42,44.44,10.40,189,56.61,59.26,82.01,2,39
50,"ООО ""ГидроПром-50""",5386956634,C,t,202604,44,65.91,70.45,79.55,54.84,11.07,189,56.61,59.26,82.01,2,39
50,"ООО ""ГидроПром-50""",5386956634,C,t,202605,29,58.62,58.62,93.10,65.91,-7.29,189,56.61,59.26,82.01,2,39
50,"ООО ""ГидроПром-50""",5386956634,C,t,202606,33,33.33,33.33,72.73,58.62,-25.29,189,56.61,59.26,82.01,2,39
50,"ООО ""ГидроПром-50""",5386956634,C,t,202607,34,73.53,73.53,91.18,33.33,40.20,189,56.61,59.26,82.01,2,39
52,"ПАО ""УралДеталь-52""",8347640543,C,f,202602,15,46.67,46.67,80.00,,,84,55.95,58.33,85.71,3,39
52,"ПАО ""УралДеталь-52""",8347640543,C,f,202603,15,66.67,66.67,93.33,46.67,20.00,84,55.95,58.33,85.71,3,39
52,"ПАО ""УралДеталь-52""",8347640543,C,f,202604,16,68.75,75.00,87.50,66.67,2.08,84,55.95,58.33,85.71,3,39
52,"ПАО ""УралДеталь-52""",8347640543,C,f,202605,16,50.00,50.00,87.50,68.75,-18.75,84,55.95,58.33,85.71,3,39
52,"ПАО ""УралДеталь-52""",8347640543,C,f,202606,13,61.54,61.54,92.31,50.00,11.54,84,55.95,58.33,85.71,3,39
52,"ПАО ""УралДеталь-52""",8347640543,C,f,202607,9,33.33,44.44,66.67,61.54,-28.21,84,55.95,58.33,85.71,3,39
46,"АО ""ВолгаТех-46""",3203403245,C,f,202602,15,60.00,66.67,86.67,,,61,55.74,62.30,81.97,4,39
46,"АО ""ВолгаТех-46""",3203403245,C,f,202603,8,50.00,62.50,75.00,60.00,-10.00,61,55.74,62.30,81.97,4,39
46,"АО ""ВолгаТех-46""",3203403245,C,f,202604,14,50.00,50.00,85.71,50.00,0.00,61,55.74,62.30,81.97,4,39
46,"АО ""ВолгаТех-46""",3203403245,C,f,202605,9,33.33,44.44,77.78,50.00,-16.67,61,55.74,62.30,81.97,4,39
46,"АО ""ВолгаТех-46""",3203403245,C,f,202606,5,100.00,100.00,100.00,33.33,66.67,61,55.74,62.30,81.97,4,39
46,"АО ""ВолгаТех-46""",3203403245,C,f,202607,10,60.00,70.00,70.00,100.00,-40.00,61,55.74,62.30,81.97,4,39
91,"ИП ""ТехКомплект-91""",3871944604,C,f,202602,7,71.43,71.43,100.00,,,79,53.16,63.29,75.95,5,39
91,"ИП ""ТехКомплект-91""",3871944604,C,f,202603,13,30.77,53.85,61.54,71.43,-40.66,79,53.16,63.29,75.95,5,39
91,"ИП ""ТехКомплект-91""",3871944604,C,f,202604,16,87.50,93.75,87.50,30.77,56.73,79,53.16,63.29,75.95,5,39
91,"ИП ""ТехКомплект-91""",3871944604,C,f,202605,11,27.27,27.27,72.73,87.50,-60.23,79,53.16,63.29,75.95,5,39
91,"ИП ""ТехКомплект-91""",3871944604,C,f,202606,11,45.45,54.55,63.64,27.27,18.18,79,53.16,63.29,75.95,5,39
91,"ИП ""ТехКомплект-91""",3871944604,C,f,202607,21,52.38,66.67,76.19,45.45,6.93,79,53.16,63.29,75.95,5,39
68,"ИП ""УралДеталь-68""",6899330264,C,f,202602,17,47.06,58.82,76.47,,,90,52.22,65.56,76.67,6,39
68,"ИП ""УралДеталь-68""",6899330264,C,f,202603,11,45.45,63.64,72.73,47.06,-1.61,90,52.22,65.56,76.67,6,39
68,"ИП ""УралДеталь-68""",6899330264,C,f,202604,21,52.38,61.90,80.95,45.45,6.93,90,52.22,65.56,76.67,6,39
68,"ИП ""УралДеталь-68""",6899330264,C,f,202605,11,81.82,90.91,90.91,52.38,29.44,90,52.22,65.56,76.67,6,39
68,"ИП ""УралДеталь-68""",6899330264,C,f,202606,18,38.89,61.11,66.67,81.82,-42.93,90,52.22,65.56,76.67,6,39
68,"ИП ""УралДеталь-68""",6899330264,C,f,202607,12,58.33,66.67,75.00,38.89,19.44,90,52.22,65.56,76.67,6,39
83,"ПАО ""ЭлектроМир-83""",9385317786,C,f,202602,6,66.67,66.67,100.00,,,65,50.77,53.85,87.69,7,39
83,"ПАО ""ЭлектроМир-83""",9385317786,C,f,202603,13,76.92,76.92,92.31,66.67,10.25,65,50.77,53.85,87.69,7,39
83,"ПАО ""ЭлектроМир-83""",9385317786,C,f,202604,10,50.00,50.00,90.00,76.92,-26.92,65,50.77,53.85,87.69,7,39
83,"ПАО ""ЭлектроМир-83""",9385317786,C,f,202605,14,42.86,50.00,85.71,50.00,-7.14,65,50.77,53.85,87.69,7,39
83,"ПАО ""ЭлектроМир-83""",9385317786,C,f,202606,3,66.67,100.00,66.67,42.86,23.81,65,50.77,53.85,87.69,7,39
83,"ПАО ""ЭлектроМир-83""",9385317786,C,f,202607,19,31.58,31.58,84.21,66.67,-35.09,65,50.77,53.85,87.69,7,39
49,"АО ""СтанкоСервис-49""",4544937676,C,f,202602,9,66.67,66.67,88.89,,,67,50.75,55.22,73.13,8,39
49,"АО ""СтанкоСервис-49""",4544937676,C,f,202603,7,71.43,71.43,71.43,66.67,4.76,67,50.75,55.22,73.13,8,39
49,"АО ""СтанкоСервис-49""",4544937676,C,f,202604,12,41.67,50.00,58.33,71.43,-29.76,67,50.75,55.22,73.13,8,39
49,"АО ""СтанкоСервис-49""",4544937676,C,f,202605,7,57.14,57.14,71.43,41.67,15.47,67,50.75,55.22,73.13,8,39
49,"АО ""СтанкоСервис-49""",4544937676,C,f,202606,13,30.77,38.46,69.23,57.14,-26.37,67,50.75,55.22,73.13,8,39
49,"АО ""СтанкоСервис-49""",4544937676,C,f,202607,19,52.63,57.89,78.95,30.77,21.86,67,50.75,55.22,73.13,8,39
57,"ПАО ""ЭлектроМир-57""",7893336702,C,f,202602,8,37.50,37.50,50.00,,,91,49.45,54.95,81.32,9,39
57,"ПАО ""ЭлектроМир-57""",7893336702,C,f,202603,11,54.55,63.64,81.82,37.50,17.05,91,49.45,54.95,81.32,9,39
57,"ПАО ""ЭлектроМир-57""",7893336702,C,f,202604,14,50.00,64.29,85.71,54.55,-4.55,91,49.45,54.95,81.32,9,39
57,"ПАО ""ЭлектроМир-57""",7893336702,C,f,202605,30,50.00,53.33,86.67,50.00,0.00,91,49.45,54.95,81.32,9,39
57,"ПАО ""ЭлектроМир-57""",7893336702,C,f,202606,19,52.63,57.89,78.95,50.00,2.63,91,49.45,54.95,81.32,9,39
57,"ПАО ""ЭлектроМир-57""",7893336702,C,f,202607,9,44.44,44.44,88.89,52.63,-8.19,91,49.45,54.95,81.32,9,39
115,"АО ""МеталлТорг-115""",4054258644,C,f,202602,20,40.00,55.00,80.00,,,75,49.33,57.33,76.00,10,39
115,"АО ""МеталлТорг-115""",4054258644,C,f,202603,11,54.55,63.64,72.73,40.00,14.55,75,49.33,57.33,76.00,10,39
115,"АО ""МеталлТорг-115""",4054258644,C,f,202604,7,42.86,42.86,57.14,54.55,-11.69,75,49.33,57.33,76.00,10,39
115,"АО ""МеталлТорг-115""",4054258644,C,f,202605,11,54.55,63.64,72.73,42.86,11.69,75,49.33,57.33,76.00,10,39
115,"АО ""МеталлТорг-115""",4054258644,C,f,202606,12,58.33,58.33,83.33,54.55,3.78,75,49.33,57.33,76.00,10,39
115,"АО ""МеталлТорг-115""",4054258644,C,f,202607,14,50.00,57.14,78.57,58.33,-8.33,75,49.33,57.33,76.00,10,39
113,"ПАО ""СтанкоСервис-113""",9062991254,C,f,202602,10,40.00,60.00,70.00,,,78,48.72,55.13,80.77,11,39
113,"ПАО ""СтанкоСервис-113""",9062991254,C,f,202603,11,45.45,45.45,90.91,40.00,5.45,78,48.72,55.13,80.77,11,39
113,"ПАО ""СтанкоСервис-113""",9062991254,C,f,202604,12,41.67,41.67,83.33,45.45,-3.78,78,48.72,55.13,80.77,11,39
113,"ПАО ""СтанкоСервис-113""",9062991254,C,f,202605,26,61.54,65.38,84.62,41.67,19.87,78,48.72,55.13,80.77,11,39
113,"ПАО ""СтанкоСервис-113""",9062991254,C,f,202606,13,38.46,53.85,61.54,61.54,-23.08,78,48.72,55.13,80.77,11,39
113,"ПАО ""СтанкоСервис-113""",9062991254,C,f,202607,6,50.00,50.00,100.00,38.46,11.54,78,48.72,55.13,80.77,11,39
8,"АО ""ТехКомплект-8 Групп""",7408027797,C,t,202602,15,46.67,53.33,80.00,,,130,48.46,54.62,78.46,12,39
8,"АО ""ТехКомплект-8 Групп""",7408027797,C,t,202603,25,60.00,60.00,88.00,46.67,13.33,130,48.46,54.62,78.46,12,39
8,"АО ""ТехКомплект-8 Групп""",7408027797,C,t,202604,26,38.46,50.00,76.92,60.00,-21.54,130,48.46,54.62,78.46,12,39
8,"АО ""ТехКомплект-8 Групп""",7408027797,C,t,202605,18,61.11,66.67,83.33,38.46,22.65,130,48.46,54.62,78.46,12,39
8,"АО ""ТехКомплект-8 Групп""",7408027797,C,t,202606,23,52.17,56.52,82.61,61.11,-8.94,130,48.46,54.62,78.46,12,39
8,"АО ""ТехКомплект-8 Групп""",7408027797,C,t,202607,23,34.78,43.48,60.87,52.17,-17.39,130,48.46,54.62,78.46,12,39
86,"АО ""ВолгаТех-86""",1944444455,C,f,202602,11,45.45,54.55,81.82,,,86,47.67,55.81,79.07,13,39
86,"АО ""ВолгаТех-86""",1944444455,C,f,202603,11,45.45,54.55,90.91,45.45,0.00,86,47.67,55.81,79.07,13,39
86,"АО ""ВолгаТех-86""",1944444455,C,f,202604,15,53.33,66.67,73.33,45.45,7.88,86,47.67,55.81,79.07,13,39
86,"АО ""ВолгаТех-86""",1944444455,C,f,202605,16,43.75,50.00,75.00,53.33,-9.58,86,47.67,55.81,79.07,13,39
86,"АО ""ВолгаТех-86""",1944444455,C,f,202606,15,46.67,60.00,73.33,43.75,2.92,86,47.67,55.81,79.07,13,39
86,"АО ""ВолгаТех-86""",1944444455,C,f,202607,18,50.00,50.00,83.33,46.67,3.33,86,47.67,55.81,79.07,13,39
25,"ИП ""АльфаСнаб-25""",4236183119,C,f,202602,15,46.67,46.67,100.00,,,87,47.13,55.17,80.46,14,39
25,"ИП ""АльфаСнаб-25""",4236183119,C,f,202603,15,26.67,33.33,73.33,46.67,-20.00,87,47.13,55.17,80.46,14,39
25,"ИП ""АльфаСнаб-25""",4236183119,C,f,202604,11,63.64,72.73,81.82,26.67,36.97,87,47.13,55.17,80.46,14,39
25,"ИП ""АльфаСнаб-25""",4236183119,C,f,202605,24,62.50,66.67,83.33,63.64,-1.14,87,47.13,55.17,80.46,14,39
25,"ИП ""АльфаСнаб-25""",4236183119,C,f,202606,13,30.77,53.85,69.23,62.50,-31.73,87,47.13,55.17,80.46,14,39
25,"ИП ""АльфаСнаб-25""",4236183119,C,f,202607,9,44.44,55.56,66.67,30.77,13.67,87,47.13,55.17,80.46,14,39
18,"АО ""ЭпсилонТех-18""",6168600289,C,f,202602,16,31.25,37.50,68.75,,,86,46.51,53.49,79.07,15,39
18,"АО ""ЭпсилонТех-18""",6168600289,C,f,202603,16,37.50,50.00,68.75,31.25,6.25,86,46.51,53.49,79.07,15,39
18,"АО ""ЭпсилонТех-18""",6168600289,C,f,202604,10,40.00,50.00,70.00,37.50,2.50,86,46.51,53.49,79.07,15,39
18,"АО ""ЭпсилонТех-18""",6168600289,C,f,202605,20,50.00,55.00,90.00,40.00,10.00,86,46.51,53.49,79.07,15,39
18,"АО ""ЭпсилонТех-18""",6168600289,C,f,202606,13,69.23,69.23,92.31,50.00,19.23,86,46.51,53.49,79.07,15,39
18,"АО ""ЭпсилонТех-18""",6168600289,C,f,202607,11,54.55,63.64,81.82,69.23,-14.68,86,46.51,53.49,79.07,15,39
102,"ООО ""СибирьОпт-102""",4129682292,C,f,202602,10,50.00,50.00,90.00,,,86,46.51,53.49,77.91,15,39
102,"ООО ""СибирьОпт-102""",4129682292,C,f,202603,13,30.77,38.46,69.23,50.00,-19.23,86,46.51,53.49,77.91,15,39
102,"ООО ""СибирьОпт-102""",4129682292,C,f,202604,9,33.33,44.44,66.67,30.77,2.56,86,46.51,53.49,77.91,15,39
102,"ООО ""СибирьОпт-102""",4129682292,C,f,202605,8,37.50,62.50,75.00,33.33,4.17,86,46.51,53.49,77.91,15,39
102,"ООО ""СибирьОпт-102""",4129682292,C,f,202606,16,56.25,56.25,93.75,37.50,18.75,86,46.51,53.49,77.91,15,39
